jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration
Theme Relevance||Fun Factor||Originality||Polish,2017-09-10 22:59:59,liamsorta,GameDevNetwork: Dragon Jam,302,699,55,2017-08-31 23:00:00,https://www.itch.io/jam/game-dev-network-dragon-jam,y,239.99972222222223
Overall NES-ness||Graphics:​||SFX/Music:​​||Controls||Fun Factor,2018-02-26 05:59:59,radHABiT,NESmaker Jam ★ HYPE ★ NESmaker Pro-Gold GRAND PRIZE,42,109,15,2018-02-16 06:00:00,https://www.itch.io/jam/nesmaker-hypejam,y,239.99972222222223
Overall||Originality||Fun Factor||Theme Relevance,2018-05-27 22:59:59,liamsorta,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,199,585,40,2018-05-17 23:00:00,https://www.itch.io/jam/game-dev-network-gooseberry-jam,y,239.99972222222223
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2017-12-17 23:59:59,liamsorta,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,237,369,30,2017-12-08 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,y,239.99972222222223
Overall||Core design||Commentary||Disrespect,2015-12-07 05:59:59,KaiClavier,Loading Screen Jam,174,259,45,2015-11-27 06:00:00,https://www.itch.io/jam/loading-screen-jam,y,239.99972222222223
Linux Compatibility||Overall Fun Factor||Inventive Mechanics||Visual Flair||Completeness of Experience,2019-04-20 03:59:59,The Linux Gamer||Cheeseness,Linux Game Jam 2019,173,187,32,2019-04-10 04:00:00,https://www.itch.io/jam/linux-game-jam-2019,y,239.99972222222223
Overall||Graphics||Sound||Fun||Use of source material||Use of the bonus theme,2016-05-22 14:00:00,Gritfish,The Public Domain Jam 3,64,74,13,2016-05-12 14:00:00,https://www.itch.io/jam/the-public-domain-jam-3,y,240.0
Overall||How minimalistic was the art and/or music?||How would you rate the games mechanics?,2018-01-02 06:00:00,Water Flare,Minimalistic Jam 2,284,354,57,2017-12-23 06:00:00,https://www.itch.io/jam/minimalistic-jam-2,y,240.0
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?,2018-04-30 04:00:00,mfiano,Lisp Game Jam 2018,139,173,26,2018-04-20 04:00:00,https://www.itch.io/jam/lisp-game-jam-2018,y,240.0
Overall||Graphics||Audio||Fun||Technical||Theme||Fear Factor,2018-10-22 14:00:00,Joshua McLean||computerfiguur,CFN Halloween Jam 2,53,0,10,2018-10-12 14:00:00,https://www.itch.io/jam/cfn-halloween-jam-2,y,240.0
"How well the game fits the theme and goal of the jam||How strongly maps are integrated in the game’s design||How elegant the game’s design is||How captivating the tone, feel and style of the game are||How easy to understand and use the game’s rules are",2019-04-18 07:00:00,Mammut RPG,Mapemounde,82,141,25,2019-04-08 07:00:00,https://www.itch.io/jam/mapemounde2019,y,240.0
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME,2019-07-29 00:00:00,SCREAM CATALOGUE||Caveware Digital,💀 SCREAM EMPIRE 💀,130,141,17,2019-07-19 00:00:00,https://www.itch.io/jam/scream-empire,y,240.0
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?,2018-10-29 04:00:00,mfiano,Autumn Lisp Game Jam 2018,47,81,12,2018-10-19 04:00:00,https://www.itch.io/jam/autumn-lisp-game-jam-2018,y,240.0
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2019-03-03 23:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAMWORLD,106,179,26,2019-02-21 23:00:00,https://www.itch.io/jam/screamworld,y,240.0
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2018-12-16 23:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAM SEASON,67,175,18,2018-12-06 23:00:00,https://www.itch.io/jam/scream-season,y,240.0
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-08-12 04:00:00,Yloon||Ludiq,Bolt Jam #6,38,0,10,2019-08-02 04:00:00,https://www.itch.io/jam/bolt-jam-6,y,240.0
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme)||DIVERSIFIER (Game Set in a Real-World City),2019-04-22 00:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAM CITY,88,58,14,2019-04-12 00:00:00,https://www.itch.io/jam/scream-city,y,240.0
Overall||Fun Factor||Theme Relevance||Originality,2017-10-29 23:59:59,liamsorta,GameDevNetwork: Elderberry Jam - THEME: Summoning,122,177,18,2017-10-19 23:00:00,https://www.itch.io/jam/game-dev-network-elderberry-jam,y,240.99972222222223
Plus Ultra!,2018-08-06 23:00:00,GameJamPlus,Game Jam Plus,146,11700,69,2018-07-27 22:00:00,https://www.itch.io/jam/game-jam-plus-,y,241.0
Overall||Creativity||Fun||Looks||Sound||Orginality||Theme relevance,2017-09-25 10:00:00,computerfiguur,CFN Game Jam,101,210,19,2017-09-14 22:00:00,https://www.itch.io/jam/cfn-gamejam,y,252.0
Overall||Aestethics||Relevance||Polish||Synergy,2014-03-12 07:00:00,devi ever,Cyberpunk Jam,0,2726,253,2014-03-01 08:00:00,https://www.itch.io/jam/cyberpunk-jam,y,263.0
Overall||Controller||Game||Controller-game interaction||Originality||Overall,2016-09-26 21:59:59,FREEZX||DjScoretrick,Alt Ctrl Game Jam 2016,63,166,23,2016-09-15 22:00:01,https://www.itch.io/jam/altctrl2016,y,263.99944444444446
Overall,2019-05-27 22:59:59,liamsorta,GameDevNetwork - Book Jam,109,0,24,2019-05-16 23:00:00,https://www.itch.io/jam/game-dev-network-book-jam,y,263.9997222222222
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?||Language use - How well was Lisp incorporated into the design?,2019-04-30 03:59:59,mfiano,Lisp Game Jam 2019,88,179,19,2019-04-19 04:00:00,https://www.itch.io/jam/lisp-game-jam-2019,y,263.9997222222222
FUN||THEME||FUNCTIONALITY||VISUALS||AUDIO||CREATIVITY,2019-03-26 03:59:59,SkyanSam,Bullet Hell Game Jam #1,58,82,17,2019-03-15 04:00:00,https://www.itch.io/jam/bullethellgamejam1,y,263.9997222222222
Overall||Completeness||Aesthethics||Fun||Innovation||Scope||Roguelikeness,2018-03-13 10:00:00,Slashie||Darren Grey||jmlait,7DRL Challenge 2018,487,0,144,2018-03-02 10:00:00,https://www.itch.io/jam/7drl-challenge-2018,y,264.0
Overall||Theme Relevance||Game Design||Aesthetics||Audio||Fun||Overall,2018-01-14 23:00:00,computerfiguur,CFNGamejam#2,71,87,11,2018-01-03 23:00:00,https://www.itch.io/jam/cfngamejam2,y,264.0
Overall||Theme Relevance||Game Design||Aesthetics||Audio||Fun||Overall,2018-04-16 22:00:00,computerfiguur||Dragon Slumber,CFNGamejam#3,64,102,13,2018-04-05 22:00:00,https://www.itch.io/jam/cfngamejam3,y,264.0
Overall||Gameplay||Visuals||Sound||Demake ratio,2018-08-24 22:00:00,Kronbits,Demake JAM,472,616,68,2018-08-13 22:00:00,https://www.itch.io/jam/demake-jam,y,264.0
best game overall||best (worst) art||most fun game to play||weirdest game||best humor||most innovative game concept||best sound/music||best story/setting||duck-related content||honorable mention,2019-04-22 00:00:00,charlmes,I Can't Draw But Want To Make A Game,441,0,78,2019-04-11 00:00:00,https://www.itch.io/jam/icantdraw,y,264.0
Community choice favorite,2019-05-28 05:07:00,Team Dogpit,Input Optional Jam,23,46,10,2019-05-17 05:00:00,https://www.itch.io/jam/input-optional-jam,y,264.1166666666667
Overall||Gameplay||Theme||Innovation||Aestheetics||Overall,2017-12-22 02:00:00,Matthewpalaje,Let's Create Game Jam #2,313,286,50,2017-12-11 01:30:00,https://www.itch.io/jam/lets-create-game-jam-2,y,264.5
Overall||Movie Interpretation||Gameplay Innovation||Fun||Visuals||Audio,2018-02-13 10:59:59,Xavier Ekkel,Movie Game Jam,500,2068,112,2018-02-02 10:00:00,https://www.itch.io/jam/moviegamejam,y,264.9997222222222
Overall,2018-03-06 20:59:00,BUG Game Lab,Babylon Jam!,35,0,15,2018-02-23 03:00:00,https://www.itch.io/jam/babylon-jam,y,281.98333333333335
Overall||Fun Factor||Art & Graphics||Crafting Mechanics||Music & Sound Effects,2019-06-22 23:00:00,JackOatley||Gurpreet Singh Matharoo,JamCraft 3,308,350,45,2019-06-10 23:00:00,https://www.itch.io/jam/jamcraft3,y,288.0
Overall||Controller||Game||Controller-game interaction||Theme||Originality||Overall,2015-09-22 23:59:59,FREEZX,Alt Ctrl Game Jam 2015,18,110,15,2015-09-10 22:00:00,https://www.itch.io/jam/altctrl,y,289.9997222222222
Overall,2019-09-16 02:59:59,CountZer0||nykolasfornaziero||Little-Witch,Unifae Game Jam 2019,44,0,11,2019-09-03 23:00:00,https://www.itch.io/jam/unifae-game-jam-2019,y,291.9997222222222
Adventure Feel.||Creativity.||Overall Game Quality.||Conveyment of Story Through Text.,2019-08-19 03:59:59,at37,THE TEXT-BASED ADVENTURE GAME JAM,30,33,12,2019-08-06 04:00:00,https://www.itch.io/jam/the-text-based-adventure-game-jam,y,311.9997222222222
Overall||Gameplay||Originality||Presentation,2016-06-16 07:00:00,Clickteam,#IWantToCreate Contest,111,1052,26,2016-06-03 07:00:00,https://www.itch.io/jam/iwanttocreate,y,312.0
How well the game abides by the restriction||Quality of gameplay||Quality of presentation (polish)||Overall rating,2019-07-14 05:00:00,nobody5050,Make A Thing - July 2019,18,6,11,2019-07-01 05:00:00,https://www.itch.io/jam/make-a-thing,y,312.0
Overall||Gameplay||Graphics||Sound||Theme,2017-06-13 22:00:00,Kronbits,CGA JAM,453,942,111,2017-05-31 22:00:00,https://www.itch.io/jam/cga-jam,y,312.0
Overall||Graphics||Audio||Gameplay||Use of Crafting Theme,2018-11-14 12:00:00,Gurpreet Singh Matharoo||JackOatley,JamCraft 2,117,111,17,2018-11-01 12:00:00,https://www.itch.io/jam/jamcraft2,y,312.0
Overall,2016-09-29 16:00:00,you're waifu,Lewd jam 2016,210,0,23,2016-09-16 16:00:00,https://www.itch.io/jam/lewd-jam-2016,y,312.0
Overall||Whimsy||Ride Safety||Fried-Batter-to-Sausage-Ratio||Units of Barrels-O'-Fun,2017-11-13 05:59:00,Fantastic Arcade Gamemaking Frenzies||Wiley Wiggins||brandonnn,Phony Island,26,33,10,2017-10-30 16:00:00,https://www.itch.io/jam/phony-island,y,325.98333333333335
Overall||How interesting was the random component of the game?||How well was the randomized theme used?||How is the gameplay?||How are the visuals?||How is the audio?,2019-05-04 03:59:59,Red Iron Games,Challenge! Game Jam #1 : Roll-the-Dice,65,80,15,2019-04-20 14:00:00,https://www.itch.io/jam/roll-the-dice-game-jam,y,325.9997222222222
"Overall||Un-sue-ableness||Inscrutability (what planet did this come from, and how did they so misunderstand human culture??)||Best use of twins",2015-09-24 05:00:00,Fantastic Arcade Gamemaking Frenzies||Hypercards,Gamemaking Frenzy: DUPLICADE,96,602,60,2015-09-10 15:00:00,https://www.itch.io/jam/duplicade,y,326.0
MASHUP||VISUALS||AUDIO||POLISH||FUN FACTOR,2018-05-15 04:59:59,radHABiT,Mashup Jam ★ $500 GRAND PRIZE ★,169,254,29,2018-05-01 05:00:00,https://www.itch.io/jam/mashup-jam,y,335.9997222222222
Overall Rating,2017-06-14 22:59:59,Gazzapper,ZX Spectrum BASIC Jam,94,156,24,2017-05-31 23:00:00,https://www.itch.io/jam/zx-spectrum-basic-jam,y,335.9997222222222
Overall||Story||Characters||Puzzle Design||Visuals||Audio||Funness,2017-09-24 21:00:00,StandOffSoftware,$101 Adventure Challenge,82,0,13,2017-09-10 21:00:00,https://www.itch.io/jam/101-adventure-challenge,y,336.0
Dril-ness,2018-05-14 23:00:00,communistsister,Dril Jam,29,28,17,2018-04-30 23:00:00,https://www.itch.io/jam/dril-jam,y,336.0
Overall||Overall||Graphics||Sound||Music||Idea,2017-07-20 22:00:00,Shikaka Games,Retro Remake Jam,46,87,10,2017-07-06 22:00:00,https://www.itch.io/jam/retroremakejam,y,336.0
Overall||Graphics||Audio||Theme||Fun,2017-11-05 18:00:00,Kesi||egordorichev,Fantasy Console Game Jam #2,133,95,20,2017-10-22 18:00:00,https://www.itch.io/jam/fantasy-console-game-jam-2,y,336.0
Overall||Interpretation||Gameplay Innovation||Fun||Visuals||Audio,2019-02-15 10:00:00,Xavier Ekkel,TV Game Jam,506,1417,89,2019-02-01 10:00:00,https://www.itch.io/jam/tvgamejam,y,336.0
Overall||Story||Characters||Puzzle Design||Visuals||Audio||Funness||Is an Adventure Game||Followed the Theme,2018-09-23 21:00:00,StandOffSoftware,$102 Adventure Game Challenge,162,0,21,2018-09-09 21:00:00,https://www.itch.io/jam/102-adventure-challenge,y,336.0
Overall||Metaness Quality||Uniqueness of Metaness||Gameplay Innovation||Fun||Humour||Audio||Aesthetics,2018-03-31 09:00:00,Xavier Ekkel,Meta Game Jam,488,1707,110,2018-03-17 09:00:00,https://www.itch.io/jam/metagamejam,y,336.0
Overall||Graphics||Audio||Gameplay||Use Of Theme,2018-03-16 12:00:00,JackOatley||Gurpreet Singh Matharoo,JamCraft 2018,92,149,18,2018-03-02 12:00:00,https://www.itch.io/jam/jamcraft,y,336.0
Overall||Grapics||Sounds||Gameplay||Unique?,2017-03-09 23:00:00,Adyn Calix,Everything allowed Jam,49,13,23,2017-02-23 23:00:00,https://www.itch.io/jam/everything-allowed-jam,y,336.0
Overall||Gameplay/Fun||Art||Theme,2018-05-07 08:00:00,Scared Square Games,PaperJam 2018,91,20,16,2018-04-23 08:00:00,https://www.itch.io/jam/paperjam-2018,y,336.0
Overall||Randomness||Quality||Replayability||Fun,2017-07-18 19:00:00,FlameShape,Random generation game jam,46,48,11,2017-07-04 19:00:00,https://www.itch.io/jam/procedural-generation-game-jam,y,336.0
Overall||Theme||Graphics||Fun||Innovation||Audio||Mood,2016-07-23 04:00:00,Papa Brickolini,X-Jam 2016,69,130,10,2016-07-09 04:00:00,https://www.itch.io/jam/XJam2016,y,336.0
Overall||Creativity||Playability||Entertainment||Mapping||Thought Provoking||Judge's Persoanl Approval Rank,2017-08-10 13:00:00,MinisterJay||Sylphonia,RPG Biz's 2D One Map Challenge (Game/Software Prizes),46,0,13,2017-07-27 13:00:00,https://www.itch.io/jam/rpg-bizs-2d-one-map-challenge,y,336.0
Overall||Art||Sound||Gameplay||Creative,2017-04-14 22:00:00,Kronbits,1-Bit Clicker jam,688,562,139,2017-03-31 22:00:00,https://www.itch.io/jam/1-bit-clicker-jam,y,336.0
Overall impression?,2017-07-15 00:00:00,Kesi,Fantasy Console Game Jam #1,143,325,31,2017-07-01 00:00:00,https://www.itch.io/jam/fantasy-console-game-jam-1,y,336.0
Overall||Music||Innovation||Fun||Visuals,2018-09-15 11:00:00,Xavier Ekkel,Music Game Jam 2018,511,1196,96,2018-09-01 11:00:00,https://www.itch.io/jam/musicgamejam2018,y,336.0
"Overall||Use of theme ""One Minute""||Fun||Art/Graphics||Sound/Music",2018-03-01 08:00:00,egordorichev||trelemar,Fantasy Console Game Jam #3,106,121,27,2018-02-15 08:00:00,https://www.itch.io/jam/fantasy-console-game-jam-3,y,336.0
Enjoyment||Creativity||Rule Compliance,2017-10-28 11:00:00,MinisterJay,A 'Tru 2D' Game Jam,56,64,25,2017-10-14 11:00:00,https://www.itch.io/jam/a-tru-2d-game-jam,y,336.0
Game of the Fortnight||Best Implementation||Most Innovative||Best Visuals||Novel Use of Audio,2018-10-24 11:00:00,TechDemo,"Tech Demo 3: Ready, Fight, Finish Him!",56,354,20,2018-10-09 23:00:00,https://www.itch.io/jam/tech-demo-3,y,348.0
Overall||Overall Experience||Relevance to Theme||Gameplay||Innovation||Aesthetics,2019-10-13 08:30:00,Yadu Rajiv||Kinshuk Sunil,BYOG 2019,200,0,28,2019-09-28 12:30:00,https://www.itch.io/jam/byog,y,356.0
Overall||Enbiness/Queerness||Gameplay||Aesthetics||Would you recommend this game?,2019-04-25 03:59:59,Naomi Norbez,Nonbinary Game Jam,75,138,15,2019-04-10 04:00:00,https://www.itch.io/jam/nonbinary-game-jam,y,359.9997222222222
Enjoyment||Graphics||Sound||Story||Creativity,2018-09-29 03:00:00,Lartu||tejo240,Lartu's Mini-RPG One Week Jam II,85,86,13,2018-09-14 03:00:00,https://www.itch.io/jam/lartujam-ii,y,360.0
Overall||Immersion - Do you get lost in the experience?||Engagement - Does it hold your attention?||Replayability - Would you start over and still have fun?||Authenticity - Does it feel like a city simulator?||Aesthetic - Are the sound and graphics appropriate or pleasing?,2016-05-16 07:00:00,Home For Black Sheep,CITY SIM JAM 2016,30,54,10,2016-05-01 07:00:00,https://www.itch.io/jam/citysimjam2016,y,360.0
Overall,2014-09-15 04:59:59,Fantastic Arcade Gamemaking Frenzies||brandonnn||Hypercards||Adam Saltsman,Gamemaking Frenzy: BARFCADE,30,0,32,2014-08-30 05:00:01,https://www.itch.io/jam/barfcade,y,383.99944444444446
Use of Theme||Gameplay||Art||Audio||Use of Diversifiers,2018-10-07 21:59:59,Steven Taarland||Kirsty Fraser,Rainbow Jam 2018,225,222,30,2018-09-21 22:00:00,https://www.itch.io/jam/rainbowjam18,y,383.9997222222222
Use of Theme||Fun||Art||Audio||Use of Diversifiers,2017-09-03 22:59:59,Steven Taarland||Kirsty Fraser,Rainbow Jam 2017,264,429,42,2017-08-18 23:00:00,https://www.itch.io/jam/rainbowjam17,y,383.9997222222222
Overall||Use Of Theme||Fun||Art & Audio,2016-09-04 22:59:59,Steven Taarland||Natalie Clayton||Kirsty Fraser,#RainbowJam16,129,253,31,2016-08-19 23:00:00,https://www.itch.io/jam/rainbowjam16,y,383.9997222222222
Use of Theme||Gameplay||Narrative||Art||Audio||Use of Diversifiers||Fun,2019-09-08 21:59:59,Steven Taarland||Hannah Rose||Kirsty Fraser,Rainbow Jam 2019,173,147,31,2019-08-23 21:59:59,https://www.itch.io/jam/rainbowjam19,y,384.0
Overall||Gameplay||Originality||Presentation||Overall,2018-01-04 08:00:00,Clickteam,Fusion Wars - The Programming Menace,85,153,17,2017-12-19 08:00:00,https://www.itch.io/jam/fusion-wars-the-programming-menace,y,384.0
Community Choice,2019-10-14 05:00:00,Team Dogpit,Dogpit LCD Jam,32,70,10,2019-09-28 05:00:00,https://www.itch.io/jam/dogpit-lcd-jam,y,384.0
Overall||Graphics||Audio||Enjoyment||Authenticity (Use of 64x64 limit),2017-08-16 23:00:00,JackOatley,#LOWREZJAM 2017,756,2642,227,2017-07-31 23:00:00,https://www.itch.io/jam/lowrezjam2017,y,384.0
Overall||Gameplay||Graphics||Audio||Authenticity (Use of resolution restriction),2018-08-16 23:00:00,JackOatley,#LOWREZJAM 2018,531,1643,167,2018-07-31 23:00:00,https://www.itch.io/jam/lowrezjam-2018,y,384.0
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,liamsorta,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2,y,384.0
Overall,2019-09-30 03:59:59,PodQuest||Gilliard Lopes,PodQuestJam 2019!,279,0,44,2019-09-14 03:00:00,https://www.itch.io/jam/podquestjam2019,y,384.9997222222222
Overall||THEME||VISUALS||AUDIO||POLISH||FUN FACTOR,2019-07-08 06:00:00,radHABiT,★ JUNE/JULY JACKPOT JAM ★ WIN $$$,721,779,60,2019-06-22 05:00:00,https://www.itch.io/jam/junejulyjackpotjam,y,385.0
Overall||Game||Use of the theme,2016-03-31 21:59:59,dibuzapping||Akien,Godot Engine Jam 03/2016,11,117,11,2016-03-14 23:00:00,https://www.itch.io/jam/godotjam032016,y,406.9997222222222
Overall||Gameplay||Graphics||Audio||Authenticity (Use of resolution restriction),2019-08-17 22:59:59,JackOatley,LOWREZJAM 2019,623,2076,177,2019-07-31 23:00:00,https://www.itch.io/jam/lowrezjam-2019,y,407.9997222222222
Overall||Aesthetic (sound and visual)||Game Feel (playability and control)||64x64 Authenticity (was it truly lowrez?)||Overall Enjoyment,2016-04-18 07:00:00,Home For Black Sheep,#LOWREZJAM 2016,1112,3711,367,2016-04-01 07:00:00,https://www.itch.io/jam/lowrezjam2016,y,408.0
Audience Award||Cookie Award,2019-07-20 22:00:00,AdrianBlz,INDIE COOKIE AWARDS,14,38,10,2019-07-03 22:00:00,https://www.itch.io/jam/cookie-awards,y,408.0
Overall||Visuals||Gameplay||Audio,2018-02-20 05:59:59,Yang Pulse,Unity Course Community Jam,157,338,26,2018-02-02 06:00:00,https://www.itch.io/jam/unity-course-community-jam,y,431.9997222222222
What you like.,2018-03-12 09:00:00,Great Dash,Trash Game Jam,24,26,14,2018-02-21 08:00:00,https://www.itch.io/jam/trash-game-jam,y,457.0
Best Overall||Best Visuals||Most Innovative||Novel Use of Audio||Best Implementation,2018-11-14 12:00:00,TechDemo,Tech Demo 4 - Do a barrel roll!,45,232,17,2018-10-24 23:00:00,https://www.itch.io/jam/tech-demo-4,y,493.0
Overall||AMAZING||Ok||Good||Bad||Horible||What is This?,2017-03-29 19:38:37,ZapJoltNetwork,2D Platformer,32,25,11,2017-03-09 00:00:38,https://www.itch.io/jam/2d-platformer,y,499.63305555555553
Overall||Theme||Gameplay||Sound||Aesthetics||Replayability,2019-07-22 17:00:00,Virtus Learning Hub,DevSquad Summer Jam,201,0,16,2019-07-01 19:00:00,https://www.itch.io/jam/devsquad-summer-jam,y,502.0
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2018-05-11 17:00:00,Virtus Learning Hub||itsrainingben,Virtus Community Game Jam,126,333,15,2018-04-20 17:00:00,https://www.itch.io/jam/virtusjam,y,504.0
The gameplay (how fun it is and how it fits into the genre)||The quality||The design,2018-08-10 03:00:00,🌸Colleen🌸,FloppyJam,111,130,25,2018-07-20 03:00:00,https://www.itch.io/jam/floppyjam,y,504.0
Representation||Plot||Characters||Design,2018-06-30 05:00:00,hghrules,Pride Month Jam,21,2,10,2018-06-09 05:00:00,https://www.itch.io/jam/pride-month-jam,y,504.0
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2019-01-04 18:00:00,Virtus Learning Hub,Virtus Winter Game Jam 2018,269,358,27,2018-12-14 18:00:00,https://www.itch.io/jam/virtus-winter-jam,y,504.0
Innovation (what new way was the party building mechanic used)||Creativity (how the party building mechanic is handled)||Fun (will this mechanic make players want to keep playing)||Graphics (how the game looks and sounds like)||Storyline (what the tale you're telling with the game is),2019-07-13 03:30:00,Al Cheddah,The Collect-A-Friend Game Jam!,81,63,12,2019-06-22 00:30:00,https://www.itch.io/jam/the-collect-a-friend-game-jam,y,507.0
Overall||Creativity||Story||Puzzles||Graphics||Enjoyment,2019-09-22 22:59:59,Adventuron,Adventuron CaveJam,44,103,11,2019-08-31 11:00:00,https://www.itch.io/jam/cavejam,y,539.9997222222222
Overall||Gameplay||Story and story telling technique||Music and audio effect||Graphics and visual effect||Innovation and technology application,2019-09-15 16:00:00,clockworkpi,BOOOM! The 3rd GameShell Game Jam (2019Q3),43,72,22,2019-08-23 16:00:00,https://www.itch.io/jam/gameshell-19q3,y,552.0
Overall||Gameplay||Graphics||Music||Theme,2017-06-24 02:00:00,Matthewpalaje,Mirror Game Jam,338,508,48,2017-06-01 02:00:00,https://www.itch.io/jam/mirrorgamejam,y,552.0
"Overall||Main theme (""Procedural"")||Graphics and sound (add a bonus if ""Only two colors"")||Gameplay",2016-06-27 23:59:00,Akien,Godot Community Game Jam - June 2016,71,239,17,2016-06-04 00:00:00,https://www.itch.io/jam/godotjam062016,y,575.9833333333333
Game of Jam||Community Favorite||Best Use of Theme||Comedy Award for Funny||Most Good Looking||Most Polished||Best Audio||Best Solo Entry,2019-07-30 05:00:00,Jon Terp,[60 Seconds] Awful Summer Jam 2019,41,104,17,2019-07-05 05:00:00,https://www.itch.io/jam/awful-summer-2019,y,600.0
Overall||Gameplay||Theme||Innovation||Aesthetics||Sound||Overall,2017-08-26 02:00:00,Matthewpalaje,Let's Create Game Jam #1,611,1262,71,2017-08-01 02:00:00,https://www.itch.io/jam/lets-create-game-jam-1,y,600.0
Game of Jam||Most Fun||Best Narrative||Best Audio||Best 2D Art||Best 3D Art||Community Choice,2018-08-01 05:00:00,Jon Terp,"""Unnecessary Sequels"" - Awful Summer Jam 2018",221,866,60,2018-07-06 05:00:00,https://www.itch.io/jam/awful-summer-jam-2018,y,624.0
Overall||Story/Narrative||Music/Sound||Graphics/Artwork||Playability/Gameplay,2019-07-27 23:00:00,chasersgaming,Unofficial OGA 'Summer' Game Jam #3 2019,37,85,10,2019-06-30 23:00:00,https://www.itch.io/jam/oga-summer-game-jam-3-2019,y,648.0
Creativity of Concept||3 Levels implemented with meaningful progression in story line across the levels||Reasonable pacing of complexity as the game progresses||Accurate Camera Movement||Comprehensive handling of different user input||General Scene Design and Cut Scenes||Realistic physic implementation||Creativity and Original of background music and effect||Accurate capturing of particle emitters||Uniform and reasonable awarding of points,2018-11-11 21:00:00,Stratizen,BBIT 4 Special Topics Game Programming (Game Jam 2018),39,209,16,2018-10-15 04:00:00,https://www.itch.io/jam/bbit-gameprog,y,665.0
Overall||Game||Looks||Sounds||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2018-03-01 07:59:59,eevee,Strawberry Jam 2,302,603,54,2018-02-01 08:00:00,https://www.itch.io/jam/strawberry-jam-2,y,671.9997222222222
Overall||Game||Looks||Sounds||Horny||Kink||Stealth||Harmony||Novelty,2017-03-01 07:59:59,eevee,Strawberry Jam,342,241,42,2017-02-01 08:00:00,https://www.itch.io/jam/strawberry-jam,y,671.9997222222222
Vote for your favorite,2019-09-06 05:00:00,Highland Paranormal Society,Goon Jam,80,806,63,2019-08-09 05:00:00,https://www.itch.io/jam/goonjam,y,672.0
Overall||Playability||Music||Sounds||Story/Narrative||Artwork||Overall||Challenge Theme||Challenge Art,2017-07-28 23:00:00,chasersgaming,OpenGameArt Game Jam,106,82,15,2017-06-30 23:00:00,https://www.itch.io/jam/opengame-art-game-jam,y,672.0
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,eevee,Strawberry Jam 3,121,387,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3,y,672.0
Overall||Creativity||Gameplay||Innovation||Christmas-factor||Atmosphere||Assets||Overall,2016-12-29 23:00:00,Positive Zero,Christmas GameJam 2016,155,28,20,2016-12-01 09:00:00,https://www.itch.io/jam/xmas2016,y,686.0
Overall||Overall Gameplay||Visual Style||Sound and Music||Embracing The Theme||X-Factor,2019-03-02 06:59:59,Cosmo D,Cosmo D's Game Jam 1 - The City,74,116,11,2019-02-01 05:00:00,https://www.itch.io/jam/cosmo-ds-game-jam-february-2019,y,697.9997222222222
Amazing spookiness,2017-10-31 06:59:59,joshg||rubereaglenest,ECTOCOMP: La Petite Mort,22,86,12,2017-10-02 03:50:17,https://www.itch.io/jam/ectocomp17lpm,y,699.1616666666666
Overall,2019-10-01 02:59:59,Ray Nexus,Songtember,91,0,63,2019-09-01 03:00:00,https://www.itch.io/jam/songtember2,y,719.9997222222222
Overall,2018-09-27 05:59:59,mouseandthebillionaire,Whaaat!? the Shmup!?,23,0,17,2018-08-28 06:00:00,https://www.itch.io/jam/whaaat-jam,y,719.9997222222222
Overall||Fun||Innovation||Graphics and Sound,2017-04-30 21:59:59,frodewin||LiFaytheGoblin,"Scratch Jam 2017 - Topic is ""Sky""",24,49,10,2017-03-31 22:00:00,https://www.itch.io/jam/scratch-jam-2017,y,719.9997222222222
