jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
,2019-10-01 02:59:59,Songtember,91,0,63,2019-09-01 03:00:00,https://www.itch.io/jam/songtember2
Overall||Entertainment - How enjoyable/replayable is it?||Presentation - How does it look/feel?||Creativity - How original is the idea?||Language use - How well was Lisp incorporated into the design?,2019-04-30 03:59:59,Lisp Game Jam 2019,88,179,19,2019-04-19 04:00:00,https://www.itch.io/jam/lisp-game-jam-2019
Theme Relevance||Aesthetics||Enjoyment,2019-05-28 14:00:00,Taku's Mini Jam,89,0,18,2019-05-24 14:00:00,https://www.itch.io/jam/takus-mini-jam
,2017-03-06 22:59:59,🍉 Melon Game Jam 🍉,91,0,31,2017-01-26 23:00:00,https://www.itch.io/jam/melon-game-jam
,2019-08-11 23:00:00,#RPGenesis 2019,92,0,20,2019-08-03 23:00:00,https://www.itch.io/jam/rpgenesis2019
Overall,2016-11-30 08:00:00,Twine and National Novel Writing Month,90,0,1,2016-10-31 07:00:00,https://www.itch.io/jam/twine-and-national-novel-writing-month
Overall||Graphics||Audio||Fun||Technical||Theme,2018-12-10 19:00:00,Retro Platformer Jam (Prizes!),90,0,15,2018-12-07 19:00:00,https://www.itch.io/jam/retro-platformer-jam
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-06-25 06:00:00,Games Factory Jam 5,90,169,22,2018-06-22 18:00:00,https://www.itch.io/jam/games-factory-5
,2016-05-22 22:59:59,Wizard Jam 2016,92,0,47,2016-05-06 23:00:00,https://www.itch.io/jam/wizard-jam-2016
,2019-10-03 17:00:00,Weekly Game Jam - Week 116,92,0,21,2019-09-27 17:00:00,https://www.itch.io/jam/weekly-game-jam-116
Overall||Fun||Technical||Music/Sound||Graphics/Animation||Theme/Limitation,2019-08-16 17:00:00,GB30 Jam [8 Bits to Infinity],90,0,21,2019-08-09 17:00:00,https://www.itch.io/jam/gb30-jam
,2018-03-19 08:00:00,Train Jam 2018,92,0,81,2018-03-15 06:00:00,https://www.itch.io/jam/train-jam-2018
Overall||Respect of the Themes||Respect of the Constraint||Game Play||Game Design||Musics||Sounds||Graphics,2018-05-31 17:00:00,Games Factory Jam & Weekly Game Jam,91,70,20,2018-05-25 17:00:00,https://www.itch.io/jam/games-factory-4
Overall||Gameplay/Fun||Art||Theme,2018-05-07 08:00:00,PaperJam 2018,91,20,16,2018-04-23 08:00:00,https://www.itch.io/jam/paperjam-2018
,2015-02-08 13:00:00,Nordic Game Jam 2015,93,0,93,2015-02-06 12:00:00,https://www.itch.io/jam/ngj15
Overall||Theme||Story||Music||Sound||Graphics,2016-08-03 04:00:00,Cyberpunk Jam 2.0,92,19,9,2016-07-08 17:00:00,https://www.itch.io/jam/cyberpunkjam2
,2018-11-02 03:59:59,Greek MytholoJam 2018,93,0,15,2018-09-01 04:00:00,https://www.itch.io/jam/greek-mytholojam-2018
,2018-08-30 17:00:00,Weekly Game Jam - Week 59,93,0,11,2018-08-24 17:00:00,https://www.itch.io/jam/weekly-game-jam-59
,2017-11-01 06:59:59,Castles & Ruins (Bitsy Jam),93,0,31,2017-10-25 07:00:00,https://www.itch.io/jam/ruins
Overall||Incorporation of Vile Ingredients||Fun Despite Itself,2019-07-13 00:00:00,Glinny's Cauldron Jam,92,338,16,2019-06-07 19:00:00,https://www.itch.io/jam/glinnys-cauldron-jam
Overall||Graphics||Audio||Gameplay||Use Of Theme,2018-03-16 12:00:00,JamCraft 2018,92,149,18,2018-03-02 12:00:00,https://www.itch.io/jam/jamcraft
,2018-02-28 05:00:00,Resurrect an Old Project Etc. Jam,94,0,18,2018-02-21 05:00:00,https://www.itch.io/jam/rope
Overall||Gameplay||Originality||Presentation||Overall,2017-10-23 06:59:00,Weirder Stuff 2,92,189,17,2017-10-20 07:00:00,https://www.itch.io/jam/weirder-stuff-2
Overall||Fun||Creativity||Polish||Theme,2018-10-29 00:00:00,GDL - Spooky Jam,92,182,14,2018-10-26 00:00:00,https://www.itch.io/jam/gdl-spooky-jam
Overall||Deliciousness||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-08-13 03:59:59,Mini Jam 8 - Fantasy -,93,237,25,2018-08-10 04:00:00,https://www.itch.io/jam/mini-jam-8-fantasy
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-04-22 02:00:00,Bored Pixels Jam 4,93,32,10,2019-04-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-4
,2019-09-20 23:00:00,Women Game Jam Latinamerica,95,0,45,2019-09-06 21:00:00,https://www.itch.io/jam/wgjlatam
,2019-07-31 23:00:00,Haunted PS1 Summer Spooks,95,0,22,2019-05-31 23:00:00,https://www.itch.io/jam/the-haunted-ps1-summer-spooks
,2019-01-14 08:00:00,tortle jam,95,0,27,2019-01-11 08:00:00,https://www.itch.io/jam/tortle-jam
Globalement||Gameplay||Visuels||Musique et effets sonores||Respect du thème,2018-03-18 13:00:00,Orbital Game Jam,93,116,11,2018-03-17 13:00:00,https://www.itch.io/jam/orbital-game-jam
,2019-09-26 17:00:00,Weekly Game Jam - Week 115,95,0,24,2019-09-20 17:00:00,https://www.itch.io/jam/weekly-game-jam-115
Overall||Gameplay||Art||Story||Sounds,2019-02-11 05:00:00,Mini Jam 21: Stories,94,95,14,2019-02-08 05:00:00,https://www.itch.io/jam/mini-jam-21-stories
,2017-05-15 03:59:59,IRXJam17,96,0,21,2017-05-13 04:00:00,https://www.itch.io/jam/irxjam17
Overall||Concept||Execution||Polish,2019-08-24 23:00:00,Scratch Jam,94,107,15,2019-08-22 23:00:00,https://www.itch.io/jam/scratch-jam
,2018-01-15 10:02:00,GAMES MADE QUICK??? 2.0,96,0,28,2018-01-07 16:30:00,https://www.itch.io/jam/games-made-quick-2
,2017-06-14 22:59:59,ZX Spectrum BASIC Jam,94,156,24,2017-05-31 23:00:00,https://www.itch.io/jam/zx-spectrum-basic-jam
Overall||Respect of the limitaions||Game play||Game design||Music||Sound effects||Graphics,2018-08-27 03:59:59,Mini Jam 9 - Back To School -,95,159,28,2018-08-24 04:00:00,https://www.itch.io/jam/mini-jam-9-back-to-school-
,2019-02-22 05:00:00,Felonious Fauna 2k19!,97,0,47,2019-02-01 05:00:00,https://www.itch.io/jam/feloniousfauna
,2018-07-02 07:50:00,GAMES MADE QUICK??? 2.5,97,0,24,2018-06-24 16:30:00,https://www.itch.io/jam/games-made-quick-25
Overall||Gameplay||Art||Audio||Presentation,2019-06-03 05:00:00,Mini Jam 29: Ninjas,95,354,31,2019-05-31 05:00:00,https://www.itch.io/jam/mini-jam-29-ninjas
,2019-04-25 17:00:00,Weekly Game Jam - Week 93,97,0,20,2019-04-19 17:00:00,https://www.itch.io/jam/weekly-game-jam-93
,2018-09-21 18:00:00,★ TyranoBuilder Summer Game Jam 2018! ★,97,0,20,2018-06-22 18:00:00,https://www.itch.io/jam/tyranojam18
Overall||Gameplay||Creativity||Theme||Graphics||Audio||Judge Ranking,2019-07-01 04:00:00,VR-Jam 2019,95,48,11,2019-06-24 04:00:00,https://www.itch.io/jam/vr-jam-2k19
,2018-07-09 08:00:00,How Have You Been? Jam,97,0,21,2018-07-02 08:00:00,https://www.itch.io/jam/how-have-you-been
Overall Experience||Relevance to Theme||Gameplay||Innovation||Aesthetics,2018-11-19 08:30:00,BYOG 2018,95,0,22,2018-11-16 12:30:00,https://www.itch.io/jam/byog-2018
Overall||Note générale||Respect du thème,2019-06-30 21:59:00,Gamecodeur Game Jam #20,96,873,45,2019-06-11 12:00:00,https://www.itch.io/jam/gamecodeur-gamejam-20
"Overall||Un-sue-ableness||Inscrutability (what planet did this come from, and how did they so misunderstand human culture??)||Best use of twins",2015-09-24 05:00:00,Gamemaking Frenzy: DUPLICADE,96,602,60,2015-09-10 15:00:00,https://www.itch.io/jam/duplicade
Overall||•	Strong connection to the theme||•	Commercial Potential||•	Fun||•	Innovation||•	Graphics||•	Audio||•	Narrative||•	Teamwork evident in game creation,2019-03-11 13:00:00,Jamfuser,96,268,13,2019-03-08 12:00:00,https://www.itch.io/jam/jamfuser
,2019-01-17 17:00:00,Weekly Game Jam - Week 79,99,0,13,2019-01-11 17:00:00,https://www.itch.io/jam/weekly-game-jam-79
,2018-02-01 04:59:59,Ace Jam,99,0,24,2018-01-01 05:00:00,https://www.itch.io/jam/ace-jam
,2019-05-09 17:00:00,Weekly Game Jam - Week 95,100,0,25,2019-05-03 17:00:00,https://www.itch.io/jam/weekly-game-jam-95
,2018-07-05 17:00:00,Weekly Game Jam - Week 51,100,0,23,2018-06-29 17:00:00,https://www.itch.io/jam/weekly-game-jam-51
,2019-01-04 02:00:00,Homemade Game Jam,100,0,15,2018-12-28 02:00:00,https://www.itch.io/jam/homemade-game-jam
,2018-04-15 10:30:00,Nordic Game Jam 2018,101,0,82,2018-04-13 18:00:00,https://www.itch.io/jam/ngj18
Overall||Deliciousness||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-07-16 03:59:59,Mini Jam 6 -BOSS RUSH-,98,137,20,2018-07-13 04:00:00,https://www.itch.io/jam/mini-jam-6th-edition
Concept (1+1=3)||Gameplay||Visuals||Relevance to theme: Winter,2017-11-10 12:30:00,1+1=3 Jam,98,35,11,2017-11-03 12:30:00,https://www.itch.io/jam/oneplusone
Overall||Interpretation of the Horse name!||Aesthetics||Innovation||Feel,2019-08-11 17:00:00,PIZZA JAM! (pizza prize),98,312,26,2019-08-09 17:00:00,https://www.itch.io/jam/pizzza-jam-pizza-prize
Overall,2019-01-07 06:15:00,2019 New Years Jam,99,0,19,2019-01-01 04:15:00,https://www.itch.io/jam/2019-new-year
,2016-11-17 08:00:00,YOUjam,101,0,13,2016-10-15 07:00:00,https://www.itch.io/jam/youjam
,2019-07-18 17:00:00,Weekly Game Jam - Week 105,101,0,25,2019-07-12 17:00:00,https://www.itch.io/jam/weekly-game-jam-105
Overall||Visuals||Gameplay||Creativity||Overall,2018-03-12 01:00:00,100 Lines of Code GameMaker Jam,99,211,32,2018-03-10 02:00:00,https://www.itch.io/jam/100-lines-of-code-gamemaker-game-jam
Overall||Relevance To The Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-10-22 02:00:00,Bored Pixels Jam 2,100,123,19,2018-10-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-2
,2019-04-11 17:00:00,Weekly Game Jam - Week 91,103,0,16,2019-04-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-91
,2018-11-05 08:00:00,GDQ One Mechanic Game Jam 5,103,0,35,2018-11-02 07:00:00,https://www.itch.io/jam/omgjam5
,2015-11-07 08:00:00,Yuri Game Jam,103,0,34,2015-09-01 07:00:00,https://www.itch.io/jam/yuri-game-jam
,2019-01-16 06:00:00,Record Collection 2k19,104,0,65,2019-01-01 06:00:00,https://www.itch.io/jam/recordcollection2k19
,2017-10-18 04:59:59,Chillennium 2017,101,47,89,2017-10-13 23:00:00,https://www.itch.io/jam/chillennium17
,2019-07-22 13:00:00,Svilupparegiochi | Jam #1,104,0,27,2019-07-08 13:00:00,https://www.itch.io/jam/svilupparegiochi-jam-1
,2019-01-07 03:00:00,GDC Dev  - Chill Jam 2018-19,104,0,18,2018-12-15 22:00:00,https://www.itch.io/jam/gdc-dev-chill-jam
,2019-06-22 04:00:00,Pride Month: Tabletop Gaymes,105,0,35,2019-06-01 04:00:00,https://www.itch.io/jam/pride
Overall||Creativity||Fun||Looks||Sound||Orginality||Theme relevance,2017-09-25 10:00:00,CFN Game Jam,101,210,19,2017-09-14 22:00:00,https://www.itch.io/jam/cfn-gamejam
,2019-01-31 17:00:00,Weekly Game Jam - Week 81,105,0,27,2019-01-25 17:00:00,https://www.itch.io/jam/weekly-game-jam-81
Overall||Gameplay||Art||Audio||Innovation,2019-01-07 21:00:00,Geta Game Jam 6,102,206,23,2019-01-04 21:00:00,https://www.itch.io/jam/geta-game-jam-6
Over All||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-22 04:00:00,Mini Jam 13 -Villains-,102,193,25,2018-10-19 04:00:00,https://www.itch.io/jam/mini-jam-13-villains-
,2019-09-26 18:30:00,StareOutGames Hypercasual GameJam #1,102,0,15,2019-09-19 18:30:00,https://www.itch.io/jam/stareoutgamejam
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-04-21 04:00:00,Godot Wild Jam #8,103,362,22,2019-04-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-8
,2018-07-14 21:00:00,trans gal jam 2,105,0,23,2018-06-24 21:00:00,https://www.itch.io/jam/trans-gal-jam-2
,2016-08-08 03:59:59,Yaoi Game Jam,105,0,20,2016-06-01 04:00:00,https://www.itch.io/jam/yaoijam
,2018-12-27 17:00:00,Weekly Game Jam - Week 76,106,0,24,2018-12-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-76
Overall||Look and Style Interpretation||Creativity of Soundtrack and Sound||Story Quality and Engagement||Refinement and Optimization||Gameplay Creativity,2017-09-05 12:00:00,Dev Squad Jam: Replicate,105,290,23,2017-09-01 13:00:00,https://www.itch.io/jam/dev-squad-jam-replicate
,2019-07-04 17:00:00,Weekly Game Jam - Week 103,106,0,22,2019-06-28 17:00:00,https://www.itch.io/jam/weekly-game-jam-103
Official Winners||Characters||Creativity||Graphics||Story||Audio,2018-11-13 04:59:00,Maximum Monster Month! 2,105,77,13,2018-10-12 04:00:00,https://www.itch.io/jam/maximum-monster-month-2
,2019-02-01 08:00:00,Gaming Like It's 1923,108,0,33,2019-01-01 08:00:00,https://www.itch.io/jam/gaming-like-its-1923
Overall||Creative Gameplay||Stimulating Audio||Immersive Visuals||Theme Adaptation,2018-07-09 12:00:00,Dev Squad Jam: ONE ROOM,105,322,25,2018-07-02 12:00:00,https://www.itch.io/jam/dev-squad-jam-5
,2017-06-29 03:59:59,Dream Diary Jam,108,0,34,2017-06-01 04:00:00,https://www.itch.io/jam/dream-diary-jam
Overall||Theme||Controls||Graphics||Audio||Immersion||Narrative||Originality,2019-01-20 05:00:00,Godot Wild Jam #5,105,205,19,2019-01-11 05:00:00,https://www.itch.io/jam/godot-wild-jam-5
Overall||Gameplay||Graphics||Music||Sound||Polish||Overall,2018-11-01 04:59:59,The Fall All-OGA Game Jam! 2018,106,262,21,2018-10-01 05:00:00,https://www.itch.io/jam/fall-all-oga-game-jam-2018
"Overall||Use of theme ""One Minute""||Fun||Art/Graphics||Sound/Music",2018-03-01 08:00:00,Fantasy Console Game Jam #3,106,121,27,2018-02-15 08:00:00,https://www.itch.io/jam/fantasy-console-game-jam-3
,2016-06-26 23:00:00,Bring Out Your Dead,109,0,77,2016-06-17 23:00:00,https://www.itch.io/jam/bring-out-your-dead
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2019-03-03 23:00:00,SCREAMWORLD,106,179,26,2019-02-21 23:00:00,https://www.itch.io/jam/screamworld
Overall||Enjoyment||Gameplay||Style||Concept||Giant Bombitude,2017-02-06 04:59:59,Giant ROM 4,106,525,46,2017-01-28 01:00:00,https://www.itch.io/jam/giantrom4
,2019-09-29 21:00:00,$103 Adventure Game Challenge,110,0,16,2019-09-15 21:00:00,https://www.itch.io/jam/103-adventure-game-challenge
Overall||Playability||Music||Sounds||Story/Narrative||Artwork||Overall||Challenge Theme||Challenge Art,2017-07-28 23:00:00,OpenGameArt Game Jam,106,82,15,2017-06-30 23:00:00,https://www.itch.io/jam/opengame-art-game-jam
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-11-18 05:00:00,Godot Wild Jam #3,106,147,15,2018-11-09 05:00:00,https://www.itch.io/jam/godot-wild-jam-3
Overall||Fun||Theme||Visuals||Audio||Innovation,2019-01-04 00:00:00,Save the Environment Game Jam 2018-2019!,107,74,19,2018-12-27 00:00:00,https://www.itch.io/jam/save-the-environment
,2018-07-02 15:59:59,The Pen & Paper Game Jam,110,0,29,2018-06-26 16:00:00,https://www.itch.io/jam/the-pen-paper-game-jam
,2019-02-16 05:00:00,☆Space Bunny Jam☆,111,0,25,2019-02-02 05:00:00,https://www.itch.io/jam/space-bunny-jam
Overall||Overall||Respect of the limitations||Graphics||Sound||Game Design,2018-11-05 05:00:00,Mini Jam 14 -Elements-,108,225,25,2018-11-02 04:00:00,https://www.itch.io/jam/mini-jam-14-elements-
Overall||Gameplay||Art||Audio||Presentation,2019-05-06 05:00:00,Mini Jam 27: Celebration,108,132,26,2019-05-03 05:00:00,https://www.itch.io/jam/mini-jam-27-celebration
Overall||Overall||Art||Design||Sound||Theme||Story/Narrative,2019-05-21 04:59:59,TigerJ(am) #2,109,146,25,2019-05-11 16:00:00,https://www.itch.io/jam/tigerjam-2
,2019-03-14 17:00:00,Weekly Game Jam - Week 87,112,0,30,2019-03-08 17:00:00,https://www.itch.io/jam/weekly-game-jam-87
Overall,2019-05-27 22:59:59,GameDevNetwork - Book Jam,109,0,24,2019-05-16 23:00:00,https://www.itch.io/jam/game-dev-network-book-jam
,2018-12-01 04:59:59,Light Novelber 2018,114,0,29,2018-11-01 04:00:00,https://www.itch.io/jam/lightnovelber2018
,2018-02-12 08:00:00,GDQ One Mechanic Game Jam 3,114,0,40,2018-02-09 08:00:00,https://www.itch.io/jam/omgjam3
,2016-12-05 05:30:00,Wizard Jam 4,114,0,60,2016-11-19 20:00:00,https://www.itch.io/jam/wizard-jam-4
Overall||Theme Creativity||Object Creativity||Enjoyment||Kick-Ass Game Name||Sound||Visuals||Gameplay,2017-07-03 12:00:00,Dev Squad Jam,110,314,31,2017-06-30 12:00:00,https://www.itch.io/jam/dev-squad-jam
,2018-10-01 04:59:59,Ren'Py Jam,115,0,28,2018-09-15 05:00:00,https://www.itch.io/jam/renpy-jam
The gameplay (how fun it is and how it fits into the genre)||The quality||The design,2018-08-10 03:00:00,FloppyJam,111,130,25,2018-07-20 03:00:00,https://www.itch.io/jam/floppyjam
Overall||Gameplay||Originality||Presentation,2016-06-16 07:00:00,#IWantToCreate Contest,111,1052,26,2016-06-03 07:00:00,https://www.itch.io/jam/iwanttocreate
,2019-01-14 06:01:00,GAMES MADE QUICK??? III,116,0,35,2019-01-06 16:30:00,https://www.itch.io/jam/games-made-quick-iii
Overall||Fun/Usefulness||Innovation||Technical||Audio||Graphics,2019-07-11 16:00:00,Anything Goes Jam [8 Bits to Infinity],112,0,31,2019-07-04 16:00:00,https://www.itch.io/jam/anything-goes-jam-8-bits-to-infinity
Overall||Gameplay||Art||Sounds||Respect of the theme,2018-12-31 05:00:00,Mini Jam 18: Dreams,113,346,32,2018-12-28 05:00:00,https://www.itch.io/jam/mini-jam-18-dreams
Overall||Fun Factor||Theme Relevance||Originality,2017-06-12 05:59:59,GameDevNetwork: Blueberry Jam,113,245,20,2017-06-02 23:00:00,https://www.itch.io/jam/game-dev-network-blueberry-jam
,2016-12-05 02:00:00,Cool Jams Inc - A Cool Games Inc Game Jam,113,158,23,2016-12-03 02:00:00,https://www.itch.io/jam/cool-jams-inc
Overall,2019-03-07 17:00:00,8 Bits to Infinity ~ Platformer Week,114,0,37,2019-03-01 17:00:00,https://www.itch.io/jam/platformer-week
,2019-02-15 23:59:59,Tomb Raider Jam,116,0,8,2018-10-14 23:00:00,https://www.itch.io/jam/tomb-raider-jam
,2019-07-11 17:00:00,Weekly Game Jam - Week 104,117,0,26,2019-07-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-104
Overall||Gameplay||Graphics||Sound||Mood,2018-02-20 02:00:00,LÖVE Jam 2018,115,286,30,2018-02-17 02:00:00,https://www.itch.io/jam/love2d-jam-2018
Overall||Gameplay||Art||Audio||Presentation,2019-04-22 04:59:59,Mini Jam 26: Storms,115,152,23,2019-04-19 04:59:59,https://www.itch.io/jam/mini-jam-26-storms
,2017-06-19 06:59:59,Wizard Jam 5,119,0,58,2017-06-01 23:00:00,https://www.itch.io/jam/wizard-jam-5
,2018-11-25 18:00:00,1-Button Jam 2018,119,0,41,2018-11-18 18:00:00,https://www.itch.io/jam/1-button-jam
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-07-21 04:00:00,Godot Wild Jam #11,116,125,20,2019-07-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-11
How pastel do you think it is? (more stars for more pastel)||What do you think of the quality of the submission?,2018-06-10 20:00:00,Pastel Jam!,116,194,36,2018-06-08 19:00:00,https://www.itch.io/jam/pastel-jam
,2019-09-23 19:30:00,inkJam 2019,119,219,25,2019-09-20 19:00:00,https://www.itch.io/jam/inkjam-2019
,2018-12-28 20:12:12,I Wasn't Gonna Make This Anyway Jam,120,0,11,2018-11-30 19:11:11,https://www.itch.io/jam/i-wasnt-gonna-make-this-anyway-jam
Overall||Graphics||Audio||Gameplay||Use of Crafting Theme,2018-11-14 12:00:00,JamCraft 2,117,111,17,2018-11-01 12:00:00,https://www.itch.io/jam/jamcraft2
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Wowie Jam!,117,468,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-12-16 05:00:00,Godot Wild Jam #4,118,134,15,2018-12-07 05:00:00,https://www.itch.io/jam/godot-wild-jam-4
,2019-03-21 17:00:00,Weekly Game Jam - Week 88,122,0,17,2019-03-15 17:00:00,https://www.itch.io/jam/weekly-game-jam-88
Overall||Game Play||Music||Graphics||Theme,2018-03-11 22:59:59,40 Hours Game Jam,118,321,33,2018-03-10 07:00:00,https://www.itch.io/jam/games-factory-1
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2
,2019-10-01 01:00:00,Open Jam 2019,122,286,28,2019-09-27 17:00:00,https://www.itch.io/jam/open-jam-2019
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-03-17 04:00:00,Godot Wild Jam #7,119,293,27,2019-03-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-7
,2019-05-30 17:00:00,Weekly Game Jam - Week 98,122,0,26,2019-05-24 17:00:00,https://www.itch.io/jam/weekly-game-jam-98
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-03-19 04:00:00,Metroidvania Month 3,120,0,15,2019-02-15 05:00:00,https://www.itch.io/jam/metroidvania-month-3
,2018-02-28 08:00:00,1-Room RPG Jam #2,122,0,19,2018-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam-2
Overall||Play||Aesthetic||Sound||Narrative||Horny||Kink||Stealth||Harmony||Novelty,2019-03-01 07:00:00,Strawberry Jam 3,121,387,37,2019-02-01 07:00:00,https://www.itch.io/jam/strawberry-jam-3
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-05-19 04:00:00,Godot Wild Jam #9,121,314,24,2019-05-10 04:00:00,https://www.itch.io/jam/godot-wild-jam-9
,2016-07-04 04:00:00,International Love Ultimatum 2: Romantic Boogaloo,123,0,22,2016-06-01 04:00:00,https://www.itch.io/jam/ilujam2
,2018-08-01 04:00:00,Yaoi Game Jam 2018,123,0,25,2018-06-01 04:00:00,https://www.itch.io/jam/yaoijam18
,2019-03-28 17:00:00,Weekly Game Jam - Week 89,124,0,26,2019-03-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-89
Overall||Art||Sound||Mechanics||Fun,2018-02-26 03:00:00,Paint Jam 2018,122,173,29,2018-02-24 02:00:00,https://www.itch.io/jam/paint-jam-2018
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-01-24 17:00:00,Weekly Game Jam - Week 80,122,201,26,2019-01-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-80
,2019-03-15 05:00:00,March of the Wizards 2k19!,124,0,78,2019-03-01 06:00:00,https://www.itch.io/jam/march-of-the-wizards-2k19
Overall||Fun Factor||Theme Relevance||Originality,2017-10-29 23:59:59,GameDevNetwork: Elderberry Jam - THEME: Summoning,122,177,18,2017-10-19 23:00:00,https://www.itch.io/jam/game-dev-network-elderberry-jam
Characters||Creativity||Graphics||Writing||Music,2017-12-11 04:00:00,Maximum Monster Month!,122,224,29,2017-11-10 11:00:00,https://www.itch.io/jam/maximum-monster-month
,2019-06-09 04:00:00,7 Day Broughlike,126,0,34,2019-06-02 04:00:00,https://www.itch.io/jam/broughlike
,2019-04-28 11:00:00,Nordic Game Jam 2019,126,0,103,2019-04-24 22:00:00,https://www.itch.io/jam/ngj19
,2017-02-28 08:00:00,1-Room RPG Jam,126,0,13,2017-02-01 08:00:00,https://www.itch.io/jam/1-room-rpg-jam
"Overall||Aesthetics and Graphics||Music and Sound||Gameplay||""I didn't expect that"" rating",2017-11-05 11:00:00,Dev Squad Jam: Halloween,123,201,20,2017-10-31 11:00:00,https://www.itch.io/jam/dev-squad-halloween
Was it Slime related?||Creativeness||Playable||Was it fun?,2018-04-15 04:00:00,Slime Jam!,124,401,34,2018-04-10 04:00:00,https://www.itch.io/jam/slime-studio-jam
,2019-07-25 17:00:00,Weekly Game Jam - Week 106,127,0,38,2019-07-19 17:00:00,https://www.itch.io/jam/weekly-game-jam-106
,2014-11-18 13:00:00,Procedural Generation Jam 2014,127,0,124,2014-11-08 00:00:00,https://www.itch.io/jam/procjam2014
Overall||Overall||Fun||Mood||Innovation||Theme||Graphics||Humor||Audio,2019-08-26 01:00:00,DISCORD JAM #2,124,310,35,2019-08-24 00:00:00,https://www.itch.io/jam/discord-jam-2
,2018-01-31 23:59:59,FLATJAM 2017,128,0,22,2017-12-19 13:50:56,https://www.itch.io/jam/flatgame-annual-2017
Overall||Hot||Cold||Volatile||Dark,2019-04-07 22:00:00,VAMPIRE JAM,124,525,29,2019-03-31 22:00:00,https://www.itch.io/jam/vampire-jam
Overall||Gameplay||Concept||Visuals||Audio||Story/Writing||Challenge (Tough but Fair)||Use of Theme (LGBT Pride / Identity),2019-06-23 19:00:00,Touhou Fan Game Jam 4,125,1095,46,2019-06-20 19:00:00,https://www.itch.io/jam/touhou-jam-4
Overall||Are there cats?||Did you have fun playing this game?,2016-04-18 03:59:59,VR JAM 2016,126,316,29,2016-04-16 00:30:00,https://www.itch.io/jam/vrjam16
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2018-05-11 17:00:00,Virtus Community Game Jam,126,333,15,2018-04-20 17:00:00,https://www.itch.io/jam/virtusjam
Final Results||Originality||Gameplay/Mechanics||Art/Aesthetic,2018-04-15 03:59:59,Linux Game Jam 2018,126,285,30,2018-04-06 04:00:00,https://www.itch.io/jam/linux-game-jam-2018
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-06-28 17:00:00,Weekly Game Jam - Week 50,126,314,41,2018-06-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-50
Overall||Fun||Theme||Graphics||Audio||Humor||Special Mention #1||Special Mention #2||Special Mention #3,2018-05-15 01:00:00,Pre-Indie Game Jam,127,412,36,2018-05-12 01:00:00,https://www.itch.io/jam/preindie
,2019-01-10 17:00:00,Weekly Game Jam - Week 78,130,0,39,2019-01-04 17:00:00,https://www.itch.io/jam/weekly-game-jam-78
,2018-05-14 13:59:59,Queerly Representing the Underrepresented,130,0,23,2018-04-30 14:00:00,https://www.itch.io/jam/queerly-representing
,2016-06-29 22:00:00,Toolbox Jam,130,0,39,2016-05-18 18:47:20,https://www.itch.io/jam/toolbox-jam
