game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,,A few minutes,Overall||Theme||Design||Sound||Art||Overall||Story/Narrative,353.0,securas,https://securas.itch.io,Action||Platformer,Keyboard||Gamepad (any),English,,,Godot,nuwiel,10.0,1.0,Windows||macOS||Linux,,,1||1||1||1||1||1||3,4.700||4.500||4.800||4.500||4.700||4.567||4.200,,4.700||4.500||4.800||4.500||4.700||4.567||4.200,nuwiel_win64.zip||16 MB||||Windows<>nuwiel_macosx.zip||18 MB||||macOS<>nuwiel_linux64.zip||17 MB||||Linux,,Released,https://itch.io/jam/tigerjam-2/rate/425985,2D||Pixel Art,https://securas.itch.io/nuwiel,TigerJ(am) #2,https://www.itch.io/jam/tigerjam-2,1,1,1
,,,Overall||Story/Narrative||Sound||Overall||Design||Theme||Art,787.0,plexsoup||caevv,https://plexsoup.itch.io||https://caevv.itch.io,Racing||Action,,,,,,Hell's Pizza,10.0,1.0,Windows||macOS||Linux||HTML5,,,10||10||10||12||13||13||14,3.200||3.300||3.100||3.167||3.100||3.300||3.000,,3.200||3.300||3.100||3.167||3.100||3.300||3.000,hells-pizza-win.zip||40 MB||||Windows<>hells_pizza-mac.zip||40 MB||||macOS<>hells-pizza-linux.zip||42 MB||||Linux<>win.zip||38 MB||||Windows,https://github.com/godot-wildlings/Hells-Pizza,Released,https://itch.io/jam/tigerjam-2/rate/424948,2D||godot||Horror||Pixel Art||pizza||racer||Top-Down,https://plexsoup.itch.io/hells-pizza,TigerJ(am) #2,https://www.itch.io/jam/tigerjam-2,10,0,2
Subtitles,,About a half-hour,Originality||Overall||Fun Factor||Theme Relevance,494.0,helewrer3,https://helewrer3.itch.io,Action||Visual Novel,Keyboard,English,,,GameMaker: Studio,Psych•Ape,10.0,7.0,Windows,Name your own price,,1||1||3||4,4.600||4.300||3.900||4.400,,4.600||4.300||3.900||4.400,Psych•Ape||32 MB||||Windows,,In development,https://itch.io/jam/game-dev-network-fig-jam/rate/231003,2D||Casual||Detective||Difficult||Mystery||Pixel Art||Stealth||Top-Down,https://helewrer3.itch.io/psych,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,https://www.itch.io/jam/game-dev-network-fig-jam,1,1,1
,,,Originality||Theme Relevance||Fun Factor||Overall,624.0,Fair Enough Games,https://fairenough.itch.io,Action,,,,,Unity,Finders Keepers,12.0,1.0,Windows||macOS||Linux||HTML5,Name your own price,,2||2||2||2,4.417||4.500||3.917||4.278,,4.417||4.500||3.917||4.278,FK1-Linux.zip||40 MB||||Linux<>FK1-Mac.zip||25 MB||||macOS<>FK1-PC.zip||23 MB||||Windows,,Released,https://itch.io/jam/game-dev-network-fig-jam/rate/231148,16-bit||aracde||Short,https://fairenough.itch.io/finders-keepers,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,https://www.itch.io/jam/game-dev-network-fig-jam,2,1,1
,,About a half-hour,Fun Factor||Overall||Originality||Theme Relevance,303.0,Big Dave,https://geeitsomelaldy.itch.io,Platformer,Keyboard,English,,,Unity,Eva Ness' Darkest Secrets,13.0,1.0,HTML5,,,1||6||7||9,4.154||3.718||3.538||3.462,,4.154||3.718||3.538||3.462,,,Released,https://itch.io/jam/game-dev-network-fig-jam/rate/229289,2D||8-Bit||Cute||Female Protagonist||jumping||Pixel Art||Retro||secrets||Singleplayer||Unity,https://geeitsomelaldy.itch.io/eva-ness-darkest-secrets,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,https://www.itch.io/jam/game-dev-network-fig-jam,6,0,1
,,,Originality||Overall||Theme Relevance||Fun Factor,591.0,Anna||SaltFault,https://cabochongames.itch.io||https://saltfault.itch.io,Puzzle,,,,,Unity,Number Wizard!,12.0,1.0,HTML5,,,9||9||11||12,3.167||2.750||2.833||2.250,,3.167||2.750||2.833||2.250,,,Released,https://itch.io/jam/game-dev-network-fig-jam/rate/231025,2D||guessinggame||numbergame||Pixel Art||Point & Click||sprites,https://cabochongames.itch.io/numberwizard,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,https://www.itch.io/jam/game-dev-network-fig-jam,9,0,2
,,,Controls||SFX/Music:​​||Fun Factor||Graphics:​||Overall NES-ness,125.0,dbr,https://dukebr.itch.io,Action,,,,,,Vida Loka,12.0,3.0,Windows,Name your own price,,2||2||2||3||4,4.250||4.000||4.000||4.250||4.083,,4.250||4.000||4.000||4.250||4.083,vidaloka.exe||8 MB||||Windows,,Released,https://itch.io/jam/nesmaker-hypejam/rate/227148,16-bit||Game Jam||nesmaker,https://dukebr.itch.io/vida-loka,NESmaker Jam ★ HYPE ★ NESmaker Pro-Gold GRAND PRIZE,https://www.itch.io/jam/nesmaker-hypejam,4,1,1
,,,Controls||SFX/Music:​​||Fun Factor||Graphics:​||Overall NES-ness,125.0,dbr,https://dukebr.itch.io,Action,,,,,,Vida Loka,12.0,3.0,Windows,Name your own price,,2||2||2||3||4,4.250||4.000||4.000||4.250||4.083,,4.250||4.000||4.000||4.250||4.083,vidaloka.exe||8 MB||||Windows,,Released,https://itch.io/jam/nesmaker-hypejam/rate/227148,16-bit||Game Jam||nesmaker,https://dukebr.itch.io/vida-loka,NESmaker Jam ★ HYPE ★ NESmaker Pro-Gold GRAND PRIZE,https://www.itch.io/jam/nesmaker-hypejam,4,0,1
,,,Overall||Fun Factor||Theme Relevance||Originality,1333.0,ArcadeCoin,https://arcadecoin.itch.io,Action,,,,,,Sinister Sermon,30.0,9.0,Windows,Name your own price,,1||1||4||11,3.956||4.233||4.167||3.467,,3.956||4.233||4.167||3.467,SinisterSermon.zip||227 MB||||Windows,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262073,FPS||Game Jam||scifi||wave-shooter,https://arcadecoin.itch.io/sinister-sermon,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,1,1,1
,,,Originality||Overall||Theme Relevance||Fun Factor,447.0,Brandalf,https://brandalf.itch.io,Simulation,,,,,Unity,1nsurance Inc.,17.0,4.0,HTML5,,,1||2||3||5,4.412||3.922||4.176||3.176,,4.412||3.922||4.176||3.176,1nsurance Inc 0.1.0.zip||30 MB||||,,In development,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262144,suspense,https://brandalf.itch.io/1nsurance-inc,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,2,1,1
,,,Fun Factor||Overall||Originality||Theme Relevance,763.0,chrs mcdm,https://chrismacadam.itch.io,Platformer,,,,,Unity,TrumpyJump,28.0,4.0,HTML5,,,2||3||6||7,4.036||3.821||3.679||3.750,,4.036||3.821||3.679||3.750,TRUMPYJUMP.zip||25 MB||||,,Prototype,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262157,Funny||Pixel Art,https://chrismacadam.itch.io/trumpyjump,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,3,1,1
,,A few minutes,Theme Relevance||Fun Factor||Overall||Originality,1412.0,selewi,https://selewi.itch.io,Action||Platformer,Keyboard,English,,,Unity||Aseprite,Necroreaper,22.0,4.0,Windows||HTML5,Name your own price,,1||3||4||8,4.273||3.682||3.818||3.500,,4.273||3.682||3.818||3.500,Necroreaper - Windows x64.exe||21 MB||||Windows<>Necroreaper - Windows x86.exe||21 MB||||Windows,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261835,2D||Arcade||evil||gdn-gooseberry-jam||High Score,https://selewi.itch.io/necroreaper,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,4,1,1
,,,Originality||Fun Factor||Overall||Theme Relevance,1158.0,reBTF,https://rebtf.itch.io,Strategy||Card Game,,,,,GameMaker: Studio,Tabletop Dictator,16.0,2.0,Windows||HTML5,Name your own price,,3||4||5||6,3.938||3.313||3.688||3.813,,3.938||3.313||3.688||3.813,Tabletop Dictator.exe||17 MB||||Windows,,In development,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262159,Mouse only||Singleplayer,https://rebtf.itch.io/tabletop-dictator,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,5,1,1
,,,Originality||Overall||Theme Relevance||Fun Factor,476.0,tarngerine,https://tarngerine.itch.io,Simulation,,,,,PICO-8,Repo Runner,16.0,4.0,HTML5,,,2||6||8||12,4.313||3.583||3.688||2.750,,4.313||3.583||3.688||2.750,,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261940,2D||8-Bit||Arcade||Driving||Dystopian||PICO-8||repoman||towing,https://tarngerine.itch.io/repo-runner,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,6,1,1
,,,Theme Relevance||Overall||Originality||Fun Factor,585.0,andrewhowz||lilacola,https://andrewhowizon.itch.io||https://lilacola.itch.io,Adventure,,,,,,The Oxygen Thief,12.0,4.0,Windows||macOS,,,2||7||8||17,4.250||3.472||3.500||2.667,,4.250||3.472||3.500||2.667,The Oxygen Thief.zip||20 MB||||Windows<>The Oxygen Thief (Mac).app.zip||26 MB||||macOS,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262113,3D||beautiful||calm||chase||peaceful||serene||sneak||sneaking||snow,https://andrewhowizon.itch.io/the-oxygen-thief,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,7,1,2
,,,Fun Factor||Overall||Theme Relevance||Originality,88.0,RainbowCemetery,https://rainbowcemetery.itch.io,Platformer,,,,,Unity,Thorns,17.0,1.0,Windows||HTML5,Name your own price,,9||29||36||37,2.882||2.510||2.235||2.412,,2.882||2.510||2.235||2.412,Thorns_Win32_060518_0001_02.zip||14 MB||||Windows,,Prototype,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261890,,https://rainbowcemetery.itch.io/thorns,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,29,0,1
,,,Theme Relevance||Overall||Fun Factor||Originality,379.0,Nice1Dude,https://nice1dude.itch.io,Action,,,,,,Hades the mad god,10.0,3.0,,,,19||31||34||40,3.600||2.733||2.100||2.500,,3.286||2.495||1.917||2.282,HadesTheMadGod.rar||95 MB||||,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261999,,https://nice1dude.itch.io/hades-the-mad-god,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,31,0,1
,,,Theme Relevance||Overall||Originality||Fun Factor,176.0,twinegamesareboring,https://twinegamesareboring.itch.io,Interactive Fiction,,,,,Twine,Hero,10.0,0.0,HTML5,,,14||33||40||41,3.700||2.600||2.500||1.600,,3.378||2.373||2.282||1.461,,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261246,artgame||Mouse only||Multiple Endings,https://twinegamesareboring.itch.io/hero,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,33,0,1
,,,Theme Relevance||Originality||Overall||Fun Factor,307.0,benjamin89,https://benjamin89.itch.io,,,,,,Unity,It Is Done,12.0,3.0,HTML5,,,24||33||34||40,3.000||2.500||2.333||1.500,,3.000||2.500||2.333||1.500,,,In development,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/261868,Game Jam||Pixel Art||villian||Walking simulator,https://benjamin89.itch.io/it-is-done,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,34,0,1
,,,Fun Factor||Originality||Overall||Theme Relevance,661.0,ThatGuyGilby,https://thatguygilby.itch.io,Action,,,,,,GeoWar,12.0,1.0,Windows,Name your own price,,24||36||36||39,2.333||2.417||2.222||1.917,,2.333||2.417||2.222||1.917,GeoWar Jam Version||15 MB||||Windows,,Prototype,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262162,,https://thatguygilby.itch.io/geowar,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,36,0,1
,,,Theme Relevance||Overall||Fun Factor||Originality,165.0,farrenzo47,https://farrenzo47.itch.io,,,,,,Unity,Gooseberry Jam Bacteria Game,15.0,0.0,HTML5,,,32||37||37||38,2.533||2.200||1.667||2.400,,2.533||2.200||1.667||2.400,,,Prototype,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262036,,https://farrenzo47.itch.io/gooseberry-jam-bacteria-game,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,37,0,1
,,A few minutes,Originality||Theme Relevance||Fun Factor||Overall,111.0,peter_sc,https://peter-sc.itch.io,Visual Novel,,,,,,51.orehehtton,10.0,3.0,Windows||macOS||Linux,,,35||42||42||42,2.700||1.700||1.400||1.933,,2.465||1.552||1.278||1.765,51.orehetton_macOS.zip||23 MB||||macOS<>51.orehetton_Windows.zip||18 MB||||Windows<>51.orehetton_Linux.zip||23 MB||||Linux,,Released,https://itch.io/jam/game-dev-network-gooseberry-jam/rate/262117,3D||Abstract||Horror||lowres||Surreal,https://peter-sc.itch.io/51orehehtton,GameDevNetwork: Gooseberry Jam || THEME: YOU Are The Villain,https://www.itch.io/jam/game-dev-network-gooseberry-jam,42,0,1
,,,Overall||Originality||Accessibility||Theme Relevance||Fun Factor,1037.0,andyman404,https://andyman404.itch.io,Action,,,,,,A Party For A Picky Porridge Picker,13.0,8.0,Windows||macOS||Linux,,,1||1||1||2||5,3.904||4.000||4.154||4.077||3.385,,3.904||4.000||4.154||4.077||3.385,APartyForAPickyPorridgePicker_v1.0.0_win.zip||29 MB||||Windows<>APartyForAPickyPorridgePicker_v1.0.0_mac.app.zip||31 MB||||macOS<>APartyForAPickyPorridgePicker_v1.0.0_linux.zip||49 MB||||Linux,,Released,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/207237,3D||Feel Good||lowpoly,https://andyman404.itch.io/pickyparty,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,1,1,1
,,,Fun Factor||Overall||Originality||Accessibility||Theme Relevance,859.0,Wellzitu||SeanGaravan,https://wellzitu.itch.io||https://seangaravan.itch.io,Platformer||Shooter,,,,,Construct,Power Rescue,24.0,2.0,HTML5,,,1||2||4||5||12,4.458||3.615||3.708||3.333||2.958,,4.458||3.615||3.708||3.333||2.958,,,In development,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/204132,Pixel Art||Steampunk,https://wellzitu.itch.io/powerrescue,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,2,1,2
,,,Theme Relevance||Fun Factor||Overall||Accessibility||Originality,883.0,bompi94,https://bompi94.itch.io,,,,,,Unity,The Great Party,17.0,3.0,HTML5,,,1||2||3||7||8,4.118||3.412||3.544||3.294||3.353,,4.118||3.412||3.544||3.294||3.353,,,Prototype,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/206875,Casual||Pixel Art||Singleplayer||surprise_party,https://bompi94.itch.io/the-great-party,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,3,1,1
,,,Originality||Fun Factor||Overall||Accessibility||Theme Relevance,235.0,Fair Enough Games,https://fairenough.itch.io,Puzzle,,,,,Unity,Christmas CATastrophe,18.0,1.0,HTML5,,,2||3||4||5||13,3.889||3.389||3.375||3.333||2.889,,3.889||3.389||3.375||3.333||2.889,,,Released,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/207185,Christmas||Pixel Art,https://fairenough.itch.io/christmas-catastrophe,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,4,1,1
,,,Theme Relevance||Fun Factor||Overall||Accessibility||Originality,551.0,SaltFault,https://saltfault.itch.io,Platformer,,,,,Unity,Square Escape,16.0,1.0,HTML5,,,9||16||18||20||21,3.125||2.438||2.641||2.563||2.438,,3.125||2.438||2.641||2.563||2.438,,,Released,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/207226,2d-platformer||challenging||Difficult||hard||very-hard,https://saltfault.itch.io/square-escape,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,18,0,1
,,,Accessibility||Theme Relevance||Overall||Originality||Fun Factor,598.0,Oliver Wilson,https://owilson1101.itch.io,,,,,,Unity,The Element of Surprise!,10.0,1.0,Windows,Name your own price,,15||20||21||22||22,3.000||2.400||2.525||2.500||2.200,,2.860||2.288||2.407||2.384||2.098,The Element Of Surprise (Jam Version)||11 MB||||Windows<>Post-Jam Build 1||11 MB||||Windows,,Released,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/207229,2D||Arcade||big-festive-game-jam||bigfestivejam||gdn||Ludum Dare 40||Pixel Art||Singleplayer||Unity,https://owilson1101.itch.io/the-element-of-surprise,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,21,0,1
,,,Theme Relevance||Originality||Overall||Accessibility||Fun Factor,118.0,lombtv,https://lombtv.itch.io,Platformer,,,,,Construct,"Santaquest - Journey to Hell, Michigan",13.0,1.0,HTML5,,,16||16||22||23||23,2.538||2.615||2.404||2.385||2.077,,2.538||2.615||2.404||2.385||2.077,,,Released,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/205612,Christmas||Puzzle-Platformer||santa,https://lombtv.itch.io/santaquest-journey-to-hell-michigan,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,22,0,1
,,,Accessibility||Fun Factor||Overall||Originality||Theme Relevance,320.0,KingZer0,https://kingzer0.itch.io,,,,,,Unity,Bouncy Bear,14.0,2.0,HTML5,,,11||18||24||26||31,3.143||2.357||2.268||2.214||1.357,,3.143||2.357||2.268||2.214||1.357,,,In development,https://itch.io/jam/gamedevnetwork-the-big-festive-game-jam/rate/206893,1GAM||3D||Arcade||Cute||Endless||Low-poly||Ludum Dare 40||Retro,https://kingzer0.itch.io/bouncy-bear,GameDevNetwork:  The Big Festive Game Jam - Theme: Surprise!,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam,24,0,1
,,,Overall||Core design||Disrespect||Commentary,418.0,hexdie,https://hexdie.itch.io,Action,,,,,,View Haul,11.0,2.0,Flash,,,2||4||5||6,3.485||4.182||3.182||3.091,,3.485||4.182||3.182||3.091,,,Released,https://itch.io/jam/loading-screen-jam/rate/46175,Arcade||loading-screen-jam,https://hexdie.itch.io/view-haul,Loading Screen Jam,https://www.itch.io/jam/loading-screen-jam,2,1,1
,,,Core design||Overall||Disrespect||Commentary,399.0,atiaxi,https://atiaxi.itch.io,Puzzle,,,,,Phaser,This Game Is Not Going To Load Itself,11.0,2.0,HTML5,,,2||7||17||18,4.455||3.121||2.455||2.455,,4.455||3.121||2.455||2.455,,,Released,https://itch.io/jam/loading-screen-jam/rate/45780,Arcade||minigames,https://atiaxi.itch.io/this-game-is-not-going-to-load-itself,Loading Screen Jam,https://www.itch.io/jam/loading-screen-jam,7,1,1
,,A few seconds,Disrespect||Core design||Overall||Commentary,110.0,ahmadmanga,https://ahmadmanga.itch.io,,Mouse||Touchscreen,English,,,Construct,Loading Bounce,12.0,1.0,HTML5,,,12||16||18||23,2.500||3.000||2.556||2.167,,2.500||3.000||2.556||2.167,,,In development,https://itch.io/jam/loading-screen-jam/rate/46117,8-Bit||loadingjam,https://ahmadmanga.itch.io/loading-bounce,Loading Screen Jam,https://www.itch.io/jam/loading-screen-jam,18,0,1
,,,Core design||Overall||Commentary||Disrespect,274.0,5Mixer,https://5mixer.itch.io,Platformer,,,,,,/GlitchSprint/,12.0,1.0,Windows||Flash,,,26||32||34||38,2.333||1.778||1.583||1.417,,2.333||1.778||1.583||1.417,Windows_Game.zip||28 MB||||Windows,,Released,https://itch.io/jam/loading-screen-jam/rate/46198,loadingjam||Runner,https://5mixer.itch.io/glitchsprint,Loading Screen Jam,https://www.itch.io/jam/loading-screen-jam,32,0,1
,,,How would you rate the games mechanics?||Overall||How minimalistic was the art and/or music?,0.0,Nannings,https://nannings.itch.io,Platformer,,,,,Unity,Squarely Jump,11.0,20.0,HTML5,,,3||4||6,3.909||4.182||4.455,,3.909||4.182||4.455,,,Released,https://itch.io/jam/minimalistic-jam-2/rate/210022,2D||browser||easy||html5||one-button||simple||square,https://nannings.itch.io/squarely-jump,Minimalistic Jam 2,https://www.itch.io/jam/minimalistic-jam-2,4,1,1
,,A few minutes,Overall||How would you rate the games mechanics?||How minimalistic was the art and/or music?,461.0,Oliver Gilliland,https://oliver-gilliland.itch.io,Platformer||Action,Keyboard,English,,,,The Floor is Lava!,10.0,1.0,HTML5,,,20||22||22,3.600||3.200||4.000,,3.600||3.200||4.000,,,Released,https://itch.io/jam/minimalistic-jam-2/rate/210046,2D||Casual||Minimalist||Physics||Runner||Side Scroller,https://oliver-gilliland.itch.io/the-floor-is-lava,Minimalistic Jam 2,https://www.itch.io/jam/minimalistic-jam-2,20,0,1
,Creative Commons Attribution v4.0 International,About a half-hour,Overall||Presentation - How does it look/feel?||Creativity - How original is the idea?||Entertainment - How enjoyable/replayable is it?,992.0,technomancy,https://technomancy.itch.io,Puzzle,Keyboard,,,GNU General Public License v3.0 (GPL),LÖVE,EXO_encounter 667,10.0,3.0,Windows||macOS||Linux,,,1||1||2||2,4.367||4.700||4.400||4.000,,4.367||4.700||4.400||4.000,EXO_encounter 667 (Windows)||19 MB||||Windows<>EXO_encounter 667 (Linux)||38 MB||||Linux<>EXO_encounter 667 (Mac)||21 MB||||macOS<>Game Jam edition (manual install)||12 MB||||,http://gitlab.com/technomancy/exo-encounter-667||https://gitlab.com/technomancy/exo-encounter-667/blob/master/credits.md||https://gitlab.com/technomancy/exo-encounter-667/,Released,https://itch.io/jam/lisp-game-jam-2018/rate/250075,2D||DRM Free||fennel||LÖVE||My First Game Jam||Non violent||Sci-fi||Short||sourcecode,https://technomancy.itch.io/exo-encounter-667,Lisp Game Jam 2018,https://www.itch.io/jam/lisp-game-jam-2018,1,1,1
,,,Entertainment - How enjoyable/replayable is it?||Overall||Presentation - How does it look/feel?||Creativity - How original is the idea?,585.0,verma,https://verma.itch.io,Adventure,,,,,,Gravity : Fall,11.0,2.0,Windows||macOS||Linux,,,1||2||3||5,4.091||4.121||4.182||4.091,,4.091||4.121||4.182||4.091,gravity-fall.zip||11 MB||||Windows<>gravity-falls-love-11.love||4 MB||||Linux<>GravityFall.app.zip||9 MB||||macOS,https://github.com/verma/gravity-fall,Released,https://itch.io/jam/lisp-game-jam-2018/rate/252216,Space,https://verma.itch.io/gravity-fall,Lisp Game Jam 2018,https://www.itch.io/jam/lisp-game-jam-2018,2,1,1
,,,Entertainment - How enjoyable/replayable is it?||Overall||Presentation - How does it look/feel?||Creativity - How original is the idea?,163.0,inaimathi,https://inaimathi.itch.io,Puzzle,,,,,,Clobble,14.0,1.0,HTML5,,,5||13||14||18,3.786||3.190||3.143||2.643,,3.786||3.190||3.143||2.643,clobble-notebook||3 MB||||<>words.js||6 MB||||,,Prototype,https://itch.io/jam/lisp-game-jam-2018/rate/251299,,https://inaimathi.itch.io/clobble,Lisp Game Jam 2018,https://www.itch.io/jam/lisp-game-jam-2018,13,0,1
,,,Entertainment - How enjoyable/replayable is it?||Overall||Creativity - How original is the idea?||Presentation - How does it look/feel?,319.0,OrBaruk,https://orbaruk.itch.io,,,,,,,Squares-lgj,12.0,4.0,HTML5,,,2||14||16||18,4.000||3.167||3.000||2.500,,4.000||3.167||3.000||2.500,,https://github.com/OrBaruk/squares-lgj,Released,https://itch.io/jam/lisp-game-jam-2018/rate/252006,Arcade||clojure||lisp||My First Game Jam,https://orbaruk.itch.io/squares-lgj,Lisp Game Jam 2018,https://www.itch.io/jam/lisp-game-jam-2018,14,0,1
,,,Presentation - How does it look/feel?||Entertainment - How enjoyable/replayable is it?||Overall||Creativity - How original is the idea?,266.0,akaml,https://akaml.itch.io,,,,,,,Slimers Dungeon,10.0,3.0,Windows||macOS||Linux,Name your own price,,1||3||3||7,4.500||3.500||3.767||3.300,,4.500||3.500||3.767||3.300,SlimersDungeon.exe||25 MB||||Windows<>SlimersDungeon.app.zip||30 MB||||macOS<>SlimersDungeon.love||25 MB||||Windows||Linux||macOS<>SlimersDungeon.zip||25 MB||||,https://github.com/akaml/Slimers-Dungeon,Released,https://itch.io/jam/autumn-lisp-game-jam-2018/rate/322935,1-bit||Pixel Art||Retro,https://akaml.itch.io/slimers-dungeon,Autumn Lisp Game Jam 2018,https://www.itch.io/jam/autumn-lisp-game-jam-2018,3,1,1
,,,Presentation - How does it look/feel?||Entertainment - How enjoyable/replayable is it?||Overall||Creativity - How original is the idea?,266.0,akaml,https://akaml.itch.io,,,,,,,Slimers Dungeon,10.0,3.0,Windows||macOS||Linux,Name your own price,,1||3||3||7,4.500||3.500||3.767||3.300,,4.500||3.500||3.767||3.300,SlimersDungeon.exe||25 MB||||Windows<>SlimersDungeon.app.zip||30 MB||||macOS<>SlimersDungeon.love||25 MB||||Windows||Linux||macOS<>SlimersDungeon.zip||25 MB||||,https://github.com/akaml/Slimers-Dungeon,Released,https://itch.io/jam/autumn-lisp-game-jam-2018/rate/322935,1-bit||Pixel Art||Retro,https://akaml.itch.io/slimers-dungeon,Autumn Lisp Game Jam 2018,https://www.itch.io/jam/autumn-lisp-game-jam-2018,3,0,1
,,,Theme Relevance||Originality||Overall||Fun Factor,323.0,Handle,https://handle.itch.io,Strategy,,,,,Unity,In Spirit,11.0,1.0,Windows||macOS,,,1||2||2||3,4.364||4.091||4.121||3.909,,4.364||4.091||4.121||3.909,InSpirit64.zip||33 MB||||Windows<>InSpirit32.zip||31 MB||||Windows<>InSpiritMac.app.zip||48 MB||||macOS,,Released,https://itch.io/jam/game-dev-network-elderberry-jam/rate/188601,Low-poly||Magic||Real time strategy,https://handle.itch.io/in-spirit,GameDevNetwork: Elderberry Jam - THEME: Summoning,https://www.itch.io/jam/game-dev-network-elderberry-jam,2,1,1
,,,Overall||Originality||Theme Relevance||Fun Factor,295.0,JordanVigay,https://jordanvigay.itch.io,Strategy,,,,,,Super Demon Summoner,11.0,5.0,Windows,Name your own price,,7||8||9||9,2.970||3.091||3.091||2.727,,2.970||3.091||3.091||2.727,Super Summoner db12.exe||6 MB||||Windows,,Released,https://itch.io/jam/game-dev-network-elderberry-jam/rate/188729,2D||demon||elderberry-jam||Game Jam||Halloween||Isometric||summon||Trading,https://jordanvigay.itch.io/super-demon-summoner,GameDevNetwork: Elderberry Jam - THEME: Summoning,https://www.itch.io/jam/game-dev-network-elderberry-jam,7,0,1
