jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Overall||Fun Factor||Potential,2019-03-30 04:00:00,Nicoli,Improvement Movement Game Jam 2,2,0,2,2019-03-15 04:00:00,https://www.itch.io/jam/imgj2,y,360.0,744,Improvement Movement Game Jam 2,3,0,1,3
Overall||Theme||Concept||Polish||Fun,2015-10-11 00:00:00,DeltaDaedalus,Casual Fortnight 3,8,0,1,2015-09-26 00:00:00,https://www.itch.io/jam/casual-fortnight-3,y,360.0,775,Casual Fortnight 3,0,0,1,5
"Overall||KFC / Chicken||playable on stream, no boobies or vags",2015-06-11 22:00:00,datguyseathus,THE SEATHUS KFC CHICKEN JAM,3,4,3,2015-05-27 22:00:00,https://www.itch.io/jam/the-seathus-kfc-chicken-jam,y,360.0,128,THE SEATHUS KFC CHICKEN JAM,0,0,1,3
Overall||Fun Factor - How much fun did you have playing this game?||Commercial Potential - Is this game capable of being a commercial product?||Needs More Work - Should the developer keep working on this game?,2019-01-30 04:00:00,Nicoli,Improvement Movement,10,0,3,2019-01-15 04:00:00,https://www.itch.io/jam/imjam,y,360.0,1289,Improvement Movement,4,0,1,4
Overall||Overall Score||Design/Game Feel||Fun||Art/Audio||Creativity,2018-11-24 07:00:00,TheGreatWhiteBeaver,Mallard Jam,4,0,1,2018-11-09 07:00:00,https://www.itch.io/jam/mallard-jam,y,360.0,416,Mallard Jam,0,0,1,6
Enjoyment||Graphics||Sound||Story||Creativity,2018-09-29 03:00:00,Lartu||tejo240,Lartu's Mini-RPG One Week Jam II,85,86,13,2018-09-14 03:00:00,https://www.itch.io/jam/lartujam-ii,y,360.0,4222,Lartu's Mini-RPG One Week Jam II,1,0,2,5
NoRankPlease||Gameplay||Graphics||Audio||Theme||Innovation,2019-08-24 11:00:00,{Pascal},NotMoeJam #8 - GLITCH,11,1,1,2019-08-09 11:00:00,https://www.itch.io/jam/notmoejam-8,y,360.0,1380,NotMoeJam #8 - GLITCH,0,0,1,6
Overall||Note générale||Respect du thème,2018-09-29 23:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #17,62,306,28,2018-09-14 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-17,n,360.0,2770,Gamecodeur Game Jam #17,1,0,1,3
Overall||Graphics||Sound/Music||Controls||Gameplay||Theme||Originality/Ingenuity||Quality/Polishness||Overall,2017-12-10 05:00:00,AdigunPolack,Wide-Dot Pixel Game Jam 2017,57,10,3,2017-11-25 05:00:00,https://www.itch.io/jam/wide-dot-pixel-game-jam-2017,y,360.0,9068,Wide-Dot Pixel Game Jam 2017,19,0,1,9
Overall||Immersion - Do you get lost in the experience?||Engagement - Does it hold your attention?||Replayability - Would you start over and still have fun?||Authenticity - Does it feel like a city simulator?||Aesthetic - Are the sound and graphics appropriate or pleasing?,2016-05-16 07:00:00,Home For Black Sheep,CITY SIM JAM 2016,30,54,10,2016-05-01 07:00:00,https://www.itch.io/jam/citysimjam2016,y,360.0,1781,CITY SIM JAM 2016,0,0,1,6
Overall||Creativity?||Graphics?||Cat power?,2015-11-02 04:59:00,navybratcat,Cat Attacks,1,1,1,2015-10-18 04:00:00,https://www.itch.io/jam/catattacks,y,360.98333333333335,200,Cat Attacks,0,0,1,4
Overall||Overall||Theme||Gameplay||Originality||Graphics||Audio||Extras,2015-10-31 17:00:00,pi_pi3,Procrastination Jam,9,2,2,2015-10-16 16:00:00,https://www.itch.io/jam/procrastination-jam,y,361.0,1426,Procrastination Jam,0,0,1,8
Overall||Graphics||SFX||Music||Fun||Overall,2017-02-26 03:00:00,Nonamefornowsoft,Invaders Rip-offs,8,2,2,2017-02-11 02:00:00,https://www.itch.io/jam/invaders-rip-off,y,361.0,489,Invaders Rip-offs,0,0,1,6
Note générale||Respect du thème,2017-10-29 23:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Gamejam #10,62,588,43,2017-10-14 22:00:00,https://www.itch.io/jam/gamecodeur-gamejam-10,n,361.0,2273,Gamecodeur Gamejam #10,0,0,1,2
Overall Experience||Theme||Innovation||Compatibility||Visuals||Audio||Fun,2019-02-23 16:59:00,erucae,Cloud Jam - I (Beginner/Intermediate),16,9,4,2019-02-08 11:00:05,https://www.itch.io/jam/cloud-jam-1,y,365.9819444444444,2313,Cloud Jam - I (Beginner/Intermediate),5,0,1,7
The Best Game||The Funniest Game||The Most Serious Game||The Most Playable Game,2019-06-23 14:30:00,Piputi,İstanbul Seçimleri,2,0,1,2019-06-08 07:00:00,https://www.itch.io/jam/istanbul-secimleri,y,367.5,489,İstanbul Seçimleri,0,0,1,4
Overall,2018-12-31 21:59:59,hero snowman,Snowman themed game jam,2,0,1,2018-12-16 10:00:00,https://www.itch.io/jam/snowman-gamejam,y,371.9997222222222,342,Snowman themed game jam,0,0,1,1
Overall,2018-09-09 19:00:00,youreverydayBoi,2018 Retro Jam {NES themed},10,0,3,2018-08-25 07:00:00,https://www.itch.io/jam/2018-nes-jam,y,372.0,220,2018 Retro Jam {NES themed},1,0,1,1
Innovation - Is the game unique? Does it have some feature that stands out?||Gameplay - Is the game fun? Would you want to keep playing?||Art - Does the game look appealing?||Audio - Does the game sound good? Is the audio well designed and executed?||Content - How long does the game last?||Story - Does the game's storyline make sense? Is it well written/imaginative?,2018-01-01 07:59:59,Koala Squad,Christmas break jam,26,0,5,2017-12-16 18:00:00,https://www.itch.io/jam/christmas-break-jam,y,373.9997222222222,2392,Christmas break jam,0,0,1,6
Overall||Best use of themes||Best Art||Best Audio||Best Game Design||Most Charming,2018-11-21 07:59:59,candycomposer,Thankful Jam,18,15,3,2018-11-05 17:00:00,https://www.itch.io/jam/thankful-jam,y,374.9997222222222,1244,Thankful Jam,0,0,1,6
Fun||Visuals||Audio||Use of Theme,2019-05-06 07:00:00,romsteady,Shacknews Jam: The Third,23,104,7,2019-04-20 16:00:00,https://www.itch.io/jam/shacknews-jam-the-third,y,375.0,2232,Shacknews Jam: The Third,0,0,1,4
Hur roligt var spelet?||Hur roligt var skämtet?||Minimalistiskt?,2019-04-13 20:00:00,Saikyun,Kodsnacks Tvåveckorssylt - Andra Omgången,12,9,4,2019-03-29 05:00:00,https://www.itch.io/jam/spelsylt,n,375.0,1655,Kodsnacks Tvåveckorssylt - Andra Omgången,0,0,1,3
Overall,2019-05-31 10:07:49,AestheticalGames,Unity One Script Challenge,41,0,4,2019-05-15 13:30:00,https://www.itch.io/jam/unity-one-script-challenge,y,380.6302777777778,197,Unity One Script Challenge,0,0,1,1
Overall,2014-09-15 04:59:59,Fantastic Arcade Gamemaking Frenzies||brandonnn||Hypercards||Adam Saltsman,Gamemaking Frenzy: BARFCADE,30,0,32,2014-08-30 05:00:01,https://www.itch.io/jam/barfcade,y,383.99944444444446,85247,Gamemaking Frenzy: BARFCADE,23,2,4,1
Use of Theme||Fun||Art||Audio||Use of Diversifiers,2017-09-03 22:59:59,Steven Taarland||Kirsty Fraser,Rainbow Jam 2017,264,429,42,2017-08-18 23:00:00,https://www.itch.io/jam/rainbowjam17,y,383.9997222222222,1189,Rainbow Jam 2017,0,0,2,5
Overall||Use Of Theme||Fun||Art & Audio,2016-09-04 22:59:59,Steven Taarland||Natalie Clayton||Kirsty Fraser,#RainbowJam16,129,253,31,2016-08-19 23:00:00,https://www.itch.io/jam/rainbowjam16,y,383.9997222222222,1375,#RainbowJam16,0,0,3,4
Use of Theme||Gameplay||Art||Audio||Use of Diversifiers,2018-10-07 21:59:59,Steven Taarland||Kirsty Fraser,Rainbow Jam 2018,225,222,30,2018-09-21 22:00:00,https://www.itch.io/jam/rainbowjam18,y,383.9997222222222,1274,Rainbow Jam 2018,0,0,2,5
Use of Theme||Gameplay||Narrative||Art||Audio||Use of Diversifiers||Fun,2019-09-08 21:59:59,Steven Taarland||Hannah Rose||Kirsty Fraser,Rainbow Jam 2019,173,147,31,2019-08-23 21:59:59,https://www.itch.io/jam/rainbowjam19,y,384.0,1284,Rainbow Jam 2019,0,0,3,7
Overall,2018-04-27 22:00:00,krAapz,Unity Pixel platformer,3,0,1,2018-04-11 22:00:00,https://www.itch.io/jam/unitu547,y,384.0,274,Unity Pixel platformer,0,0,1,1
Overall||Usefulness||Reliablity||Structure||Optimization||Creativeness||Overall,2019-08-17 16:00:00,GeneralJMan||a_personlol,ByteHub Code Jam,10,0,1,2019-08-01 16:00:00,https://www.itch.io/jam/bytehub-code-jam,y,384.0,1045,ByteHub Code Jam,0,0,2,7
Overall||Graphics||Audio||Enjoyment||Authenticity (Use of 64x64 limit),2017-08-16 23:00:00,JackOatley,#LOWREZJAM 2017,756,2642,227,2017-07-31 23:00:00,https://www.itch.io/jam/lowrezjam2017,y,384.0,3819,#LOWREZJAM 2017,2,0,1,5
Overall||Theme Relevance||Originality||Fun Factor||Accessibility,2018-12-16 00:00:00,liamsorta,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,119,38,10,2018-11-30 00:00:00,https://www.itch.io/jam/gamedevnetwork-the-big-festive-game-jam-v2,y,384.0,3986,GameDevNetwork: The Big Festive Game Jam V2 || Theme: Your Choices Matter,10,0,1,5
Overall||How easy is it to play blindfolded?||Feel Good Feelin'!||Narrative||Music||Sound||You should continue this!,2018-06-10 23:00:00,Aestuo Games,BLIND JAM (WIN PRIZES!),18,23,5,2018-05-25 23:00:00,https://www.itch.io/jam/blind-jam,y,384.0,1778,BLIND JAM (WIN PRIZES!),0,0,1,7
Community Choice,2019-10-14 05:00:00,Team Dogpit,Dogpit LCD Jam,32,70,10,2019-09-28 05:00:00,https://www.itch.io/jam/dogpit-lcd-jam,y,384.0,5763,Dogpit LCD Jam,0,0,1,1
Overall||Gameplay||Originality||Presentation||Overall,2018-01-04 08:00:00,Clickteam,Fusion Wars - The Programming Menace,85,153,17,2017-12-19 08:00:00,https://www.itch.io/jam/fusion-wars-the-programming-menace,y,384.0,2713,Fusion Wars - The Programming Menace,3,0,1,5
Overall||Gameplay||Graphics||Audio||Authenticity (Use of resolution restriction),2018-08-16 23:00:00,JackOatley,#LOWREZJAM 2018,531,1643,167,2018-07-31 23:00:00,https://www.itch.io/jam/lowrezjam-2018,y,384.0,4364,#LOWREZJAM 2018,4,0,1,5
Overall,2019-09-30 03:59:59,PodQuest||Gilliard Lopes,PodQuestJam 2019!,279,0,44,2019-09-14 03:00:00,https://www.itch.io/jam/podquestjam2019,y,384.9997222222222,4039,PodQuestJam 2019!,8,0,2,1
How good/engrossing was the game||How well ascii art was implemented into the game,2018-02-01 04:59:59,MeschDog171,ASCII Art Game Jam,2,0,1,2018-01-16 01:27:16,https://www.itch.io/jam/ascii-art-game-jam,y,387.54527777777776,758,ASCII Art Game Jam,2,0,1,2
Overall||Graphisme||Audio||Game Play||Respect du Thème||Jouabilité,2019-04-30 21:59:59,GameJamFrancophone,Game Jam Francophone Episode 5,25,226,15,2019-04-14 18:00:00,https://www.itch.io/jam/game-jam-francophone-episode-5,n,387.9997222222222,1304,Game Jam Francophone Episode 5,1,0,1,6
Theme||Quality||Gameplay||Originality,2019-06-30 22:00:00,Minemaster552,MM552 Game Jam #1,5,3,2,2019-06-14 15:52:01,https://www.itch.io/jam/mm552-game-jam-1,y,390.13305555555553,324,MM552 Game Jam #1,0,0,1,4
Narrative Arch Quality||Agency feeling||Writting Quality,2018-03-20 02:59:59,Ilex Games,Game Jam de Narrativa Interativa,17,2,3,2018-03-03 17:00:00,https://www.itch.io/jam/twine-br-gj,y,393.9997222222222,1047,Game Jam de Narrativa Interativa,3,0,1,3
Likeliness to give PTSD Factor||Creativity Factor||Horror/ Terror Factor||OMG/WOW Factor,2019-09-02 19:00:00,seansmith,Ghost Train / Dark Ride Game Jam,6,0,1,2019-08-16 23:00:00,https://www.itch.io/jam/ghost-train-game-jam,y,404.0,805,Ghost Train / Dark Ride Game Jam,0,0,1,4
Overall||Game||Use of the theme,2016-03-31 21:59:59,dibuzapping||Akien,Godot Engine Jam 03/2016,11,117,11,2016-03-14 23:00:00,https://www.itch.io/jam/godotjam032016,y,406.9997222222222,1987,Godot Engine Jam 03/2016,0,0,2,3
"Overall||Gameplay / Control (Feels good to play, or controls make sense in context)||Fun / Feel (Enjoyment or good presentation—depends on game style)||Depth / Intrigue (Amount of stuff in the game, or made you want to keep playing)||Visuals (coherence, style, etc.)||Audio (sound effects, music, etc.)||Use of Generated Idea",2015-07-27 05:59:59,Alamantus GameDev,Insanity Jam 4,10,67,9,2015-07-10 06:00:00,https://www.itch.io/jam/insanity-jam-4,y,407.9997222222222,9870,Insanity Jam 4,1,0,1,7
Overall||Respect du Thème||GamePlay||Graphisme||Son||Finition,2018-09-30 21:59:59,GameJamFrancophone,GameJam Francophone Episode 1,25,167,6,2018-09-13 22:00:00,https://www.itch.io/jam/gamejam-francophone-episode-1,n,407.9997222222222,1630,GameJam Francophone Episode 1,3,0,1,6
Overall||Gameplay||Graphics||Audio||Authenticity (Use of resolution restriction),2019-08-17 22:59:59,JackOatley,LOWREZJAM 2019,623,2076,177,2019-07-31 23:00:00,https://www.itch.io/jam/lowrezjam-2019,y,407.9997222222222,5958,LOWREZJAM 2019,6,0,1,5
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-06-24 03:59:59,LexLoco||Thedrdevin,Untitled Game Jam #2,26,30,8,2019-06-07 04:00:00,https://www.itch.io/jam/untitled-game-jam-2,y,407.9997222222222,495,Untitled Game Jam #2,0,0,2,6
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-08-19 03:59:59,LexLoco||Thedrdevin,Untitled Game Jam #5,14,8,2,2019-08-02 04:00:00,https://www.itch.io/jam/untitled-game-jam-5,y,407.9997222222222,651,Untitled Game Jam #5,0,0,2,6
Overall||theme||music||looks,2019-09-05 23:00:00,games maximum,twisto,7,0,1,2019-08-19 23:00:00,https://www.itch.io/jam/twisto,y,408.0,311,twisto,0,0,1,4
Audience Award||Cookie Award,2019-07-20 22:00:00,AdrianBlz,INDIE COOKIE AWARDS,14,38,10,2019-07-03 22:00:00,https://www.itch.io/jam/cookie-awards,y,408.0,2949,INDIE COOKIE AWARDS,0,0,1,2
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-10-07 03:59:59,LexLoco||Thedrdevin,Untitled Game Jam #7,26,1,1,2019-09-20 03:59:59,https://www.itch.io/jam/untitled-game-jam-7,y,408.0,548,Untitled Game Jam #7,0,0,2,6
Overall||Aesthetic (sound and visual)||Game Feel (playability and control)||64x64 Authenticity (was it truly lowrez?)||Overall Enjoyment,2016-04-18 07:00:00,Home For Black Sheep,#LOWREZJAM 2016,1112,3711,367,2016-04-01 07:00:00,https://www.itch.io/jam/lowrezjam2016,y,408.0,2906,#LOWREZJAM 2016,3,0,1,5
"Overall||Bad||Pretty bad||Terrible||completely horrible||The worst ""thing"" I saw in my life",2016-12-30 09:00:00,quohelet,Crappy games Jam!,35,0,9,2016-12-13 09:00:00,https://www.itch.io/jam/crappy-games-jam,y,408.0,432,Crappy games Jam!,0,0,1,6
Overall||Gameplay||Graphics,2017-09-24 22:00:00,kreibich,EGA JAM,1,0,1,2017-09-07 22:00:00,https://www.itch.io/jam/ega-jam,y,408.0,777,EGA JAM,1,0,1,3
2 Players?||Graphics||Enjoyment||Overall,2018-05-24 23:00:00,Tedcombobulate,The Bring Back Local Co-Op Jam!,9,4,3,2018-05-07 13:00:00,https://www.itch.io/jam/the-bring-back-local-co-op-jam,y,418.0,862,The Bring Back Local Co-Op Jam!,0,0,1,4
Overall||Creativity||Fun||Perception of topic,2017-10-28 22:00:00,Nighteye424,Tycoon Game Jam,3,1,0,2017-10-10 22:45:00,https://www.itch.io/jam/tycoon-jam,y,431.25,251,Tycoon Game Jam,0,0,1,4
Overall||Visuals||Gameplay||Audio,2018-02-20 05:59:59,Yang Pulse,Unity Course Community Jam,157,338,26,2018-02-02 06:00:00,https://www.itch.io/jam/unity-course-community-jam,y,431.9997222222222,3563,Unity Course Community Jam,0,0,1,4
Overall,2018-04-01 06:59:59,Steven Multiverse,Grandle Jam,11,0,2,2018-03-14 07:00:00,https://www.itch.io/jam/grandle,y,431.9997222222222,1860,Grandle Jam,2,0,1,1
Overall||Is it a local Multiplayer Game?||Does it make fun?||Has it good music?||Is it original?||Is the price = nothing,2016-10-12 22:00:00,Alsterdetektive,The Local Multiplayer Jam,22,6,7,2016-09-24 22:00:00,https://www.itch.io/jam/the-local-multiplayer-jam,y,432.0,407,The Local Multiplayer Jam,0,0,1,6
Overall||Gameplay||Graphics,2017-10-01 22:00:00,kreibich,50 Shades of Gray JAM,10,4,2,2017-09-13 22:00:00,https://www.itch.io/jam/50-shades-of-gray-jam,y,432.0,642,50 Shades of Gray JAM,0,0,1,3
Note générale||Respect du thème,2017-12-03 23:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #11,68,395,46,2017-11-15 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-11,n,432.0,3157,Gamecodeur Game Jam #11,0,1,1,2
Overall,2017-10-19 23:00:00,Yellowbyte Studios,No Excuses Game Jam,53,0,2,2017-10-01 23:00:00,https://www.itch.io/jam/noexcusesgamejam,y,432.0,2660,No Excuses Game Jam,1,1,1,1
Is it Voxel Design||Game Concept||Playability||Visuals||Uniqueness,2019-09-04 07:00:00,snark,Voxel Game,39,0,2,2019-08-17 07:00:00,https://www.itch.io/jam/voxel,y,432.0,1075,Voxel Game,3,0,1,5
Overall||Hacking Theme||Gameplay||Originality,2016-08-12 05:00:00,Sypher Game Studios,Hack Jam 2016,29,14,2,2016-07-25 05:00:00,https://www.itch.io/jam/hack-jam-2016,y,432.0,585,Hack Jam 2016,0,0,1,4
Overall,2017-04-30 04:00:00,eflake,Terminal Special Effects,4,0,1,2017-04-12 04:00:00,https://www.itch.io/jam/terminal-special-effects,y,432.0,1463,Terminal Special Effects,0,0,1,1
Story||Gameplay||Map||Attention to detail||Engaging story,2019-03-06 03:00:00,OddPotatoGift,OddPotato Jam (Once Upon A Time),1,0,1,2019-02-16 02:00:00,https://www.itch.io/jam/oddpotato-jam,y,433.0,271,OddPotato Jam (Once Upon A Time),0,0,1,5
Not similar to what you've uploaded before,2018-03-31 06:00:00,owocean,Experiment Jam,10,1,1,2018-03-13 00:26:30,https://www.itch.io/jam/experimentjam,y,437.55833333333334,106,Experiment Jam,0,0,1,1
Overall,2019-08-19 03:59:59,TapStudios||TDMcGee,Tap Twine Mobile Horror Jam! ($200 Prize!),10,0,4,2019-07-31 21:00:00,https://www.itch.io/jam/tap-twine-mobile-horror-jam,y,438.9997222222222,1731,Tap Twine Mobile Horror Jam! ($200 Prize!),0,0,2,1
Note Générale||Respect du thème,2018-07-08 22:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #16,59,276,32,2018-06-20 03:58:15,https://www.itch.io/jam/gamecodeur-gamejam-16,n,450.02916666666664,2333,Gamecodeur Game Jam #16,1,0,1,2
Overall Quality||Art||Music||Design||Entertainment,2018-05-09 03:59:59,Turnovus,Desert Jam,10,5,2,2018-04-20 04:00:00,https://www.itch.io/jam/desert-jam,y,455.9997222222222,1022,Desert Jam,0,0,1,5
"Community's Choice||Creativity/Execution||Gameplay||Oh, Effort?",2019-09-02 05:00:00,kaza2929,Jam For The Breakfast Of Tomorrow,4,0,1,2019-08-14 05:00:00,https://www.itch.io/jam/jam-for-the-breakfast-of-tomorrow,y,456.0,3107,Jam For The Breakfast Of Tomorrow,0,0,1,4
Overall,2018-07-27 07:00:00,Excalibur02,Visual Novel Jam,7,0,1,2018-07-08 07:00:00,https://www.itch.io/jam/visual-novel-jam,y,456.0,93,Visual Novel Jam,0,0,1,1
Note générale||Respect du thème,2018-01-28 23:00:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #12,69,376,50,2018-01-09 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-12,n,456.0,3405,Gamecodeur Game Jam #12,1,0,1,2
Overall,2016-01-31 05:00:00,UltimateTeam,Global Game Jam 2016,3,0,3,2016-01-12 05:00:00,https://www.itch.io/jam/ggj,y,456.0,2742,Global Game Jam 2016,0,0,1,1
What you like.,2018-03-12 09:00:00,Great Dash,Trash Game Jam,24,26,14,2018-02-21 08:00:00,https://www.itch.io/jam/trash-game-jam,y,457.0,915,Trash Game Jam,1,0,1,1
Overall||Note générale||Respect du thème,2019-06-30 21:59:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #20,96,873,45,2019-06-11 12:00:00,https://www.itch.io/jam/gamecodeur-gamejam-20,n,465.98333333333335,2668,Gamecodeur Game Jam #20,1,0,1,3
Note générale||Respect du thème,2018-03-06 22:59:00,David Mekersa - Gamecodeur.FR,Gamecodeur Game Jam #13,69,659,46,2018-02-14 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-13,n,479.98333333333335,3765,Gamecodeur Game Jam #13,0,1,1,2
Voted on by public,2018-08-21 23:00:00,Jammymonkey,Rustic Jam!,3,1,1,2018-08-01 23:00:00,https://www.itch.io/jam/rustic-jam,y,480.0,126,Rustic Jam!,0,0,1,1
Overall||Graphics||Overall,2016-07-21 09:00:00,Igal Bronshtein,Handmade Graphics Game Jam,33,12,3,2016-07-01 09:00:00,https://www.itch.io/jam/handmade-graphics-game-jam,y,480.0,360,Handmade Graphics Game Jam,0,0,1,3
most creativity and effort||attention to detail||minimal bugs,2017-12-24 00:00:00,FourthPixel,Anything Chrismas,19,29,6,2017-12-04 00:00:00,https://www.itch.io/jam/anything-chrismasy-,y,480.0,297,Anything Chrismas,0,0,1,3
Overall||How much randomness is in the game.||How fun it is.,2016-06-26 15:01:39,08jack,Procedural Generation Jam,15,5,4,2016-06-06 11:15:22,https://www.itch.io/jam/procedural-generation-jam,y,483.7713888888889,1622,Procedural Generation Jam,0,0,1,3
Overall,2019-05-20 05:00:00,IndieTimSharp,Meta Jam 2019,3,0,0,2019-04-29 17:06:18,https://www.itch.io/jam/meta-jam-2019,y,491.895,852,Meta Jam 2019,0,0,1,1
Best Overall||Best Visuals||Most Innovative||Novel Use of Audio||Best Implementation,2018-11-14 12:00:00,TechDemo,Tech Demo 4 - Do a barrel roll!,45,232,17,2018-10-24 23:00:00,https://www.itch.io/jam/tech-demo-4,y,493.0,162,Tech Demo 4 - Do a barrel roll!,0,0,1,5
Overall||AMAZING||Ok||Good||Bad||Horible||What is This?,2017-03-29 19:38:37,ZapJoltNetwork,2D Platformer,32,25,11,2017-03-09 00:00:38,https://www.itch.io/jam/2d-platformer,y,499.63305555555553,408,2D Platformer,0,0,1,7
Overall||Theme||Gameplay||Sound||Aesthetics||Replayability,2019-07-22 17:00:00,Virtus Learning Hub,DevSquad Summer Jam,201,0,16,2019-07-01 19:00:00,https://www.itch.io/jam/devsquad-summer-jam,y,502.0,5087,DevSquad Summer Jam,0,1,1,6
Originality||Artistry||Polish,2019-03-12 06:00:00,scotty42,LCHS Conspiracy Jam,16,38,5,2019-02-19 08:00:00,https://www.itch.io/jam/lchs-conspiracy-jam,y,502.0,967,LCHS Conspiracy Jam,0,0,1,3
Overall||Audio||Graphisme||Respect du thème||Gameplay||Ressenti Global,2019-03-31 21:59:59,GameJamFrancophone,Game Jam Francophone Episode 4,18,65,5,2019-03-10 23:00:00,https://www.itch.io/jam/game-jam-francophone-episode-4,n,502.9997222222222,1231,Game Jam Francophone Episode 4,2,0,1,6
Overall,2019-03-13 05:00:00,nickelodevingames,Kirby Game Jam,13,0,1,2019-02-20 06:00:00,https://www.itch.io/jam/kirby-game-jam,y,503.0,228,Kirby Game Jam,0,0,1,1
Overall||Overall Game||Theme||Gameplay||Sound||Aesthetics,2019-01-04 18:00:00,Virtus Learning Hub,Virtus Winter Game Jam 2018,269,358,27,2018-12-14 18:00:00,https://www.itch.io/jam/virtus-winter-jam,y,504.0,5421,Virtus Winter Game Jam 2018,0,1,1,6
Overall||Gameplay||Visuals||Music / Sound Effects,2018-04-22 07:00:00,Caaz,The Code Monkeys Game Jam,25,8,4,2018-04-01 07:00:00,https://www.itch.io/jam/the-code-monkeys-game-jam,y,504.0,1654,The Code Monkeys Game Jam,0,0,1,4
Overall,2017-09-10 17:00:00,Slyarch,Food Jam!,23,0,7,2017-08-20 17:00:00,https://www.itch.io/jam/food-jam,y,504.0,648,Food Jam!,0,0,1,1
NQER||Idea||Design||Game play,2019-05-22 05:00:00,halcome,Not Quite Expected,11,3,3,2019-05-01 05:00:00,https://www.itch.io/jam/not-quite-expected,y,504.0,1664,Not Quite Expected,0,0,1,4
Creativity||Visual||Narrative||Originality||Gameplay||Concept||Music,2019-03-23 00:00:00,GraphicEdit,Science Fiction,30,9,2,2019-03-02 00:00:00,https://www.itch.io/jam/science-fiction,y,504.0,536,Science Fiction,0,0,1,7
Overall,2019-01-30 23:00:00,LarsG2005,Minecraft Jam,28,0,5,2019-01-09 23:00:00,https://www.itch.io/jam/minecraft-jam,y,504.0,1778,Minecraft Jam,0,0,1,1
Overall,2017-08-07 07:00:00,brewton||secretfawful,Dream Jam 2017,22,0,1,2017-07-17 07:00:00,https://www.itch.io/jam/dream-jam-2017,y,504.0,597,Dream Jam 2017,1,0,2,1
Enjoyment||Originality||Instructions,2017-10-09 11:00:00,MinisterJay,RPG Biz's RPG Maker Game Jam (Ca$h/Game Prizes),29,69,7,2017-09-18 11:00:00,https://www.itch.io/jam/rpg-bizs-rpg-maker-game-jam,y,504.0,3639,RPG Biz's RPG Maker Game Jam (Ca$h/Game Prizes),8,0,1,3
Representation||Plot||Characters||Design,2018-06-30 05:00:00,hghrules,Pride Month Jam,21,2,10,2018-06-09 05:00:00,https://www.itch.io/jam/pride-month-jam,y,504.0,707,Pride Month Jam,0,0,1,4
Theme||Music||Enemy Design,2019-09-22 04:00:00,RadgeGames,Rogue-Like-Jam FT Steam Gift Card,15,2,2,2019-09-01 04:00:00,https://www.itch.io/jam/rogue-like-jam,y,504.0,1347,Rogue-Like-Jam FT Steam Gift Card,1,0,1,3
Overall||Fun||Innovation||Graphics||Audio||Mood,2018-01-22 06:00:00,SpicyHotSauce,1-Up Game Jam 2017,13,5,4,2018-01-01 06:00:00,https://www.itch.io/jam/1-up-game-jam-2017,y,504.0,506,1-Up Game Jam 2017,0,0,1,6
Overall||Usage of simplistic graphics||Innovative/Unique game mechanics||Wow Factor,2017-02-07 13:00:00,Tempored Insanity Studio,Mechanix Game Jam,17,10,3,2017-01-17 13:00:00,https://www.itch.io/jam/mechanix-game-jame,y,504.0,358,Mechanix Game Jam,0,0,1,4
Overall||Overall Entertainment (How fun was the game)||Tool Simplicity (Were the tools simple? ex. MS Paint vs Photoshop)||Aesthetics (How well did the game look?)||Functionality (How well does the game run?)||Music (How well does the game sound)||Atmosphere (How does the game feel compared to intent?),2017-10-09 05:00:00,IncertusDei,Simple Tools Jam,7,3,3,2017-09-18 05:00:00,https://www.itch.io/jam/simple-tools-jam,y,504.0,1105,Simple Tools Jam,0,0,1,7
The gameplay (how fun it is and how it fits into the genre)||The quality||The design,2018-08-10 03:00:00,🌸Colleen🌸,FloppyJam,111,130,25,2018-07-20 03:00:00,https://www.itch.io/jam/floppyjam,y,504.0,1366,FloppyJam,0,0,1,3
Educational||Enjoyment||Creativity,2017-10-30 11:00:00,MinisterJay,Faith-Based Game Jam #1,14,8,2,2017-10-09 11:00:00,https://www.itch.io/jam/faith-based-game-jam-1,y,504.0,680,Faith-Based Game Jam #1,0,0,1,3
