game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,,631,Sports,,,,Superpowers,Super Ultra Ball,3,HTML5,Name your own price,,65 MB,In development,8-Bit||Multiplayer||Superpowers,https://henri-j.itch.io/super-ultra-ball
,,0,Puzzle,,,,LÖVE,Snake out of the box!,1,Windows||macOS||Linux,,,4 MB||8 kB,Released,2D||Arcade||blockade||LÖVE||Retro||snake,https://insert-coin.itch.io/snake
,,311,Puzzle,,,,,[Faceless],2,Windows,"Name your own price,Name your own price",,4 MB,Released,2D||gamepad||GBJam||Puzzle-Platformer,https://piero-diaz.itch.io/faceless
,,1184,Platformer,,,,,Nightwalk,6,Windows,"Name your own price,Name your own price",,7 MB||2 MB||1 kB,Released,ambient||Exploration||Game Boy||gbjam5||night||Pixel Art||walk,https://jontiburzi.itch.io/nightwalk
,,158,Action,,,,Construct,LICKIN LARRY!!,1,HTML5,,,,Released,Game Boy||GBJam,https://nylekyland.itch.io/lickin-larry
,A few minutes,325,Sports||Racing,Keyboard,English,,Construct,Hyper Racing,2,Windows||macOS||Linux||HTML5,,,47 MB||59 MB||50 MB||52 MB,Prototype,Pixel Art,https://wertandrew.itch.io/hyper-racing
,,753,Puzzle,,,,GameMaker: Studio,Dungeon Blockers,4,Windows||HTML5,Name your own price,,5 MB,Released,Arcade||GBJam||Pixel Art||Singleplayer||Top-Down||Top Down Adventure||Walking simulator,https://quickalas.itch.io/dungeon-blockers
,,695,Puzzle,,,,,Box Isles (GBJam 5 Edition),4,Windows,,,11 MB||13 MB,Released,8-Bit||GBJam||grid,https://orangeright.itch.io/box-isles-gbjam-5-edition
,A few minutes,1116,Action||Survival,Keyboard,English,,,Nuclear Winter,4,Windows,"Name your own price,Name your own price",,14 MB,Released,2D||chiptune||Endless||Game Boy||Open World||Pixel Art||Post-apocalyptic||Singleplayer||Top-Down,https://theom.itch.io/nuclearwinter
,,1927,Strategy,,,,GameMaker: Studio,Mini City Madness,1,HTML5,,,,Released,2D||64x64||City Builder||Cozy||lowrez||rush||Time Attack,https://defaultsound.itch.io/mini-city-madness
,,898,Action,,,,Unity,Circle Pong,3,Windows||macOS,"Name your own price,Name your own price",,11 MB||11 MB||15 MB||15 MB||11 MB,In development,Arcade||Casual||Colorful||lowrezjam-2016||Pixel Art,https://sorensaket.itch.io/circle-pong
,A few minutes,406,Platformer,Keyboard,,,Sublime Text||Pyxel Edit,Runjumpers,3,HTML5,,,,Released,Character Customization||finite-runner||Game Boy||GBJam,https://walsh9.itch.io/runjumpers
Subtitles||High-contrast||Interactive tutorial,A few minutes,1757,Role Playing,Keyboard||Mouse,English,,GameMaker: Studio,The Sheriff,6,Windows||HTML5,,,2 MB,Released,2D||8-Bit||Action-Adventure||Action RPG||Beat 'em up||Boss battle||GameMaker||Global Game Jam||Pixel Art||Top-Down,https://mickpurple.itch.io/the-sheriff
,,283,,,,,Unity,Useless Clicker,3,Android||HTML5,,,18 MB,In development,clicker,https://grey-fox.itch.io/useless-clicker
,,1058,,,,,,Monster Buds,3,,"Name your own price,Name your own price",,39 MB,Released,2D||8-Bit||chiptune||Cute||Fantasy||Female Protagonist||Fishing||Game Boy||GBJam||Sandbox,https://wakerobingames.itch.io/monsterbuds
,,1372,Simulation||Survival,,,,,SINK or SWIM,3,Windows,"Name your own price,Name your own price",,8 MB,Prototype,64x64||Atmospheric||lone-survivor||lost||LOWREZJAM||ocean||sea,https://frycandle.itch.io/sinkorswim
,,1949,Action,,,,,FOOD FACE,1,Windows,"Name your own price,Name your own price",,5 MB,In development,64x64||conveyor||Food||hotdog||lowrezjam2016||work,https://salkinitzor.itch.io/food-face
,,423,Adventure,,,,,FTWL,4,HTML5,,,,Released,Abstract||Aliens||artgame||Atmospheric||Experimental||Exploration||Music||Open World||Pixel Art||weird,https://ooku.itch.io/ftwl
Color-blind friendly||High-contrast||Textless,A few minutes,1415,Role Playing,Keyboard,,,GameMaker: Studio,luar,8,Windows,,,3 MB||3 MB,Released,8-Bit||Game Boy||GameMaker||luar||Pixel Art||Retro||Roguelike,https://playful.itch.io/luar
,,724,,,,,Unity,return,5,Windows||HTML5,Name your own price,,29 MB||28 MB||28 MB||30 MB,Released,3D||Atmospheric||Exploration||First-Person||Singleplayer||Space||Walking simulator,https://d0ublejump.itch.io/return
,A few seconds,531,Shooter,Keyboard,English,,,Space Crasher,1,HTML5,,,,Prototype,Pixel Art||Shoot 'Em Up,https://pixelpicosean.itch.io/space-crasher
,A few seconds,226,Simulation,Mouse,English,,,★ Creamie Buddies ★,7,Windows,"Name your own price,Name your own price",,5 MB,Released,3D||Casual||chiptune||Colorful||Cute||flat-shading||Low-poly||Mouse only||Pixel Art||Relaxing,https://sweetheartsquad.itch.io/creamie-buddies
,,1263,Platformer,,,,Unity,Anabasis,4,HTML5,,,,In development,8-Bit||GBJam||platform,https://bompi94.itch.io/anabasis
,,472,,,,,,Anyone For A Sodium Tube?,1,,,,46 MB||16 MB,Released,frogger||lowrezjam2016,https://spacecastle.itch.io/anyone-for-a-sodium-tube
,,1756,Sports,,,,Phaser,Sk8Skull,2,HTML5,,,,In development,8-Bit||Endless||Game Boy||LOWREZJAM||Pixel Art||Runner||skate,https://acemir.itch.io/sk8skull
,,385,Platformer,,,,Phaser,Cyber Assassin,1,HTML5,,,,Prototype,assassin||Cyberpunk||fast||Runner||techno,https://congusbongus.itch.io/cyber-assassin
,,398,Action,,,,,The Forest,4,HTML5,,,,Released,Shadows||tree,https://garykac.itch.io/the-forest
Subtitles||One button,A few minutes,3115,Role Playing,Keyboard||Mouse||Touchscreen||Smartphone,English,,GameMaker: Studio||GIMP,Find Them,2,Windows||HTML5,Name your own price,,2 MB,On hold,Exploration||Female Protagonist||LGBT||Lo-fi||Mouse only||Open World||Pixel Art||Romance||Strategy RPG||Turn-based,https://mighty-chebo.itch.io/find-them
,,460,Adventure,,,,Unity,Autumn of the World,4,Unity,,,10 MB,Released,LOWREZJAM||Ludum Dare 35||pixel||Unity||Zombies,https://vadim-ivshin.itch.io/autumn-of-the-world
,,785,Action,,,,,Cyberflap,1,Unity,,,,Released,Cyberpunk||cyberpunk3776||flappyjam||indie||Shoot 'Em Up,https://phanndotde.itch.io/cyberflap
Subtitles,A few minutes,766,Simulation,Keyboard,English,,,Bit of Farming,1,HTML5,,,,Released,farm||LOWREZJAM,https://poohshoes.itch.io/bit-of-farming
,A few minutes,769,Action||Racing,Keyboard||Oculus Rift,,,,WarRunner,4,Windows,,,55 MB||70 MB,,chase||cyber||Cyberpunk||driver||Driving||wheelman,https://actionman.itch.io/warrunner
,,311,Platformer,,,,,[e]Scape,1,Unity,,,,,,https://auroraimortalis.itch.io/escape
,,842,Platformer||Action,,,,,Neon City Runner,1,Unity,,,,,3D||cyberpunkjam||Neon||Runner,https://tasteslikefuture.itch.io/neon-city-runner
,A few minutes,370,Puzzle,Keyboard||Mouse,,,LÖVE,Thing In Itself,3,Windows||macOS,,,3 MB||3 MB,Released,2D||Casual||LÖVE||Ludum Dare 35||minigames||Minimalist||Pixel Art||Singleplayer,https://xypotion.itch.io/thing-in-itself
,,555,Action,,,,,Cyber Fall,1,Unity,,,,Released,Arcade||benn||cyber||Cyberpunk||Endless||fall||jam||lockyer||Retro,https://twistedshield.itch.io/cyber-fall
,,2513,Adventure,,,,Twine,ONE LAST NEON KISS,1,HTML5,,,,Released,Cyberpunk||cyberspace||if||love||Twine,https://iurikato.itch.io/one-last-neon-kiss
,,520,Adventure,,,,,BATHYSPHERE,4,HTML5,,,,In development,artgame||historical-fiction||lowrezjam2016||Mystery||pixel||Pixel Art||radio||Story Rich||submarine||underwater,https://luscho.itch.io/bathysphere
,,1125,Action,,,,,dotFALL,1,Unity,,,,Prototype,,https://jayecifer.itch.io/dotfall
,,781,Action,,,,Construct,Hack & Dash,1,HTML5,,,,,,https://artamus-games.itch.io/hackanddash
,,511,Platformer,,,,,Rocket Punk,2,Windows||macOS||Linux,"Name your own price,Name your own price",,10 MB||10 MB||11 MB||9 MB,Prototype,cyberpunkjam,https://lemtzas.itch.io/rocket-punk
,,267,Action,,,,,Invasion,1,Unity,,,,,,https://johngs.itch.io/invasion
,,1467,Role Playing,,,,,Dark Slayers,6,Windows,,,263 MB,Prototype,Dark||modern||Sci-fi,https://rose-guardian.itch.io/dark-slayers
,,950,Platformer,,,,,The Greatest Adventure of Cyberpunk,1,Unity,,,,,Cyberpunk||Funny||Hack and Slash||hacker||hard,https://rpistorello.itch.io/adventure-of-cyberpunk
,,1785,Action,,,,,SLIDEREMMA,1,Unity,,,,,Cyberpunk,https://cabezotta.itch.io/slideremma
,,1458,Simulation||Puzzle,,,,,Cyb3r Pukes,1,Unity,,,,,cyber-pukes||Cyberpunk||Music||puke||punk||rock,https://radjor.itch.io/cyb3r-pukes
,,621,Action,,,,,Cyber Hooker,1,Unity,,,,,Arcade||cyber||cyberhooker||darkuser||game||hooker||jam,https://darkuser.itch.io/cyber-hooker
,,1075,Action,,,,,Cosm,5,Windows||macOS||Linux,"Name your own price,Name your own price",,23 MB||24 MB||25 MB,,Cyberpunk||frantic||typing,https://daveisawesome.itch.io/cosm
,,207,Puzzle,,,,,Peter Quest,1,Windows,"Name your own price,Name your own price",,83 MB,Prototype,Comedy||RPG Maker,https://soyer.itch.io/peter-quest
,,398,Action,,,,Construct,Expmod,1,HTML5,,,,,cyberpunkjam||repetitive,https://eris.itch.io/expmod
,A few minutes,2590,Role Playing,Keyboard||Xbox controller,English,,RPG Maker,Ashes of Roses,4,,,,284 MB,In development,2D||biblical||Dark||Post-apocalyptic||RPG Maker||Sci-fi||shakespeare||Spooky||Turn-based||weird,https://crazetex.itch.io/ashes-of-roses
,,2954,Role Playing,,,,RPG Maker||Paint.net,Isekai Anthology,5,Windows,"Name your own price,Name your own price",,347 MB||10 MB||345 MB,In development,,https://failsauce.itch.io/isekai-anthology
,,1463,Role Playing||Platformer,,,,,"Welcome to Hell, Mei Ichikawa",5,,,,,In development,Action RPG||Fantasy||JRPG||mythology||Pixel Art,https://master2015hp.itch.io/welcome-to-hell-mei-ichikawa
,,124,Action,,,,,Carp Diem,2,Windows,,,23 MB,Released,Top down shooter,https://hailrig.itch.io/carp-diem
Subtitles||Interactive tutorial,About an hour,3137,Role Playing||Puzzle||Strategy,Keyboard||Mouse,English,,RPG Maker,Don't Loot Back,5,Windows,,,306 MB,Released,2D||Pixel Art||Real time strategy||rts||Singleplayer||Strategy RPG||Tower Defense,https://eluukkanen.itch.io/dontlootback
,About a half-hour,1640,Role Playing,Keyboard,English,,RPG Maker,Bail: The Bounty Hunter,5,Windows,,,200 MB,In development,bail||Fantasy||RPG Maker||webster||Western,https://sjwebster.itch.io/bail-the-bounty-hunter
,,210,Strategy,,,,,Polybia,1,Flash,,,,Prototype,Cyberpunk||Roguelike,https://gritfish.itch.io/polybia
,,4141,Adventure,,,,,A Witches Heart -Demo complete,1,,"Name your own price,Name your own price",,556 MB,In development,igmc-2018||rpgmaker-vxace,https://paladin-cleric-of-awesome.itch.io/a-witches-heart
,,549,Shooter||Action,,,,,Nix Hounds,2,Windows,"Name your own price,Name your own price",,289 MB,In development,3D||battle-royale||deathmatch||FPS||Multiplayer||Space,https://lucaslizama.itch.io/nix-hounds
,,1916,Survival,,,,,Homeless Brothers,4,Windows,,,57 MB||185 MB,Prototype,,https://lamiajerinlj.itch.io/homeless-brothers
,,122,Fighting,,,,Unity,Ring Out,1,Windows||HTML5,Name your own price,,27 MB,Released,2D,https://dk5000p.itch.io/ring-out
,,1101,Strategy,,,,Unity,Trappist-1,3,HTML5,,,,In development,,https://dgeisert.itch.io/trappist-1
High-contrast,A few minutes,1201,Racing,Keyboard||Mouse||Touchscreen,English,,Unity,Drift Through,4,Windows||Android||HTML5,Name your own price,,25 MB||6 MB||17 MB,Prototype,2D||Difficult||Driving||Fast-Paced||mobile||Top-Down||Unity||webgl,https://peanut-studios.itch.io/drift-through
,,2043,Role Playing||Adventure||Simulation,,,,,A Tale of Monsters,7,Windows,,,82 MB,In development,Fantasy||Singleplayer,https://domipringle.itch.io/a-tale-of-monsters
Subtitles||Textless,About a half-hour,1573,Racing||Fighting,Keyboard,English||Portuguese (Portugal),,Unity||Blender||3ds Max,The Last Battle,7,Windows,"Name your own price,Name your own price",,,In development,3D||cars,https://rangegames.itch.io/the-last-battle
,,1417,Adventure||Survival,,,,,That lab on the island,4,Windows,"Name your own price,Name your own price",,136 MB,Prototype,2D||Action-Adventure||Construct 2||Horror||Survival Horror,https://catom-games.itch.io/that-lab-on-the-island
,,1376,Survival||Role Playing,,,,,Repeaters,4,Windows,,,435 MB,In development,2D||Futuristic||RPG Maker||Singleplayer||Turn-based,https://sapphirescribe.itch.io/repeaters
,,1901,Platformer||Adventure,,,,,Dreamscape,5,,,,14 MB,Prototype,2D||Metroidvania,https://sunfished.itch.io/dreamscape
,,2166,Role Playing,,,,,Sacred Earth - New Theory,5,Windows,,,139 MB,In development,,https://miragev.itch.io/sacred-earth-new-theory
,,493,,,,,Unity,Mercury Mayhem,1,HTML5,,,,Released,,https://epiccrownking.itch.io/mercury-mayhem
,,2226,Educational,,,,Unity,Planetesimal,3,HTML5,,,,Prototype,2D||Pixel Art||Space,https://armanlone.itch.io/planetesimal
,A few minutes,633,Puzzle,Keyboard,English,,Bosca Ceoil||Inkscape||MonoGame||Audacity||Paint.net||XNA,Micro-Cosm,3,Windows,,,16 MB,In development,2D||Arcade||btpgamejam||Casual||Singleplayer||Space,https://wickedsquirrelstudios.itch.io/micro-cosm
,,488,Sports,,,,,SpacePool,1,Windows||macOS||Linux,,,18 MB,Released,billiard||btp||Gravity||Multiplayer||planets||pool||Space,https://ewu2000.itch.io/spacepool
,,1380,Adventure||Role Playing,,,,,Grindaxy,1,Windows||macOS||Linux,,,24 MB,In development,Exploration,https://alegz.itch.io/grindaxy
,,768,Action,,,,,Communist Joe: the fight for Vodka,3,Windows||macOS||Linux,,,17 MB,Prototype,,https://jastical.itch.io/commuist
,,485,Role Playing||Adventure,,,,,A Time of War - Burning Flower,6,Windows,"Name your own price,Name your own price",,309 MB,Released,2D||igmc2018,https://mslilly.itch.io/a-time-of-war-burning-flower
,,266,Survival,,,,,Asteroid Shower Hour,4,Windows,,,16 MB,Released,,https://exudias.itch.io/ash
,,516,Action,,,,,Planet Miner,3,Windows,,,2 MB,Released,,https://seam00se.itch.io/planet-miner
,,272,,,,,,Planet Haul,1,Windows,,,16 MB,Released,2D||Space,https://simoxeh.itch.io/planet-haul
,,1570,Action||Shooter,,,,,Ice Engine Blitz,1,Windows||macOS,,,528 MB,Prototype,nazi||Short||Singleplayer||Third-Person Shooter||train||wwii,https://zlanier21.itch.io/ice-engine-blitz
,,0,,,,,Unity,run run run,1,HTML5,,,,Released,,https://gamemaker3.itch.io/run-run-run
,,630,Adventure,,,,Unity,Rocket Ride,1,HTML5,,,,In development,2D||Singleplayer,https://adrianagren.itch.io/rocket-ride
Subtitles,A few minutes,948,Action,Keyboard,English||Hungarian,,Unity||Blender||Adobe Photoshop||Audacity,Love Light,9,Windows||macOS||HTML5,Name your own price,,74 MB||71 MB||75 MB||50 MB,Released,3D||Experimental||Low-poly||My First Game Jam||Singleplayer||Unity,https://greenworks.itch.io/love-light
,,192,Adventure,,,,,MiniPlanet DEMOcrats,1,,,,126 MB,Prototype,btp-game-jam||mini-planets||political||Short||Singleplayer,https://screenfaulty.itch.io/miniplanet-democrats
,,156,Action,,,,Unity,UniHunters2,1,HTML5,,,,Released,2D,https://twadehart.itch.io/unihunters2
,,319,,,,,Unity,Blind Cupid,3,HTML5,Name your own price,,,Prototype,blind||cupid||heart||love||lovely||valentine||valentines-day,https://battlerock.itch.io/blind-cupid
,,2821,Platformer,,,,,You Are My One True Love,5,Windows,,,26 MB,Released,,https://tzanislav.itch.io/one-true-love
,,1352,Survival,,,,,Litelands,1,Windows,,,1 MB,Released,3D||defense||Sandbox||Tower Defense||wave,https://permafrost.itch.io/litelands
,,336,Puzzle||Platformer,,,,,Why Do You Love Me?,2,,,,19 MB||17 MB,Released,2D||Female Protagonist||Pixel Art||Puzzle-Platformer||Romance||Side Scroller||Singleplayer||Unity,https://sunroseocto.itch.io/brackeysjam2entry
,,467,Puzzle||Strategy,,,,Unity,Angular Love,1,HTML5,,,,Released,3D||Abstract||blocks||Casual||Colorful||Cute||Space||Unity||weird,https://henuli.itch.io/angular-love
Color-blind friendly,A few minutes,299,Action,Keyboard||Mouse,,,Unity||Adobe Photoshop||Audacity,Knighty Night,2,HTML5,,,,Released,2D||Singleplayer||Top-Down,https://sphaericactus.itch.io/knighty-night
,,593,Role Playing,,,,,Poem of Love,6,,"Name your own price,Name your own price",,19 MB,Released,,https://molten-labs.itch.io/game-name
,,651,Action,,,,Unity,The Colt,1,HTML5,,,,Released,2D||infinite-runner||Pixel Art||Runner,https://kaleido.itch.io/the-colt
,,703,Platformer,,,,Unity,Blind Knight's Tale,1,HTML5,,,,Prototype,,https://ukachaka.itch.io/blind-knights-tale
One button,A few seconds,307,Platformer,,,,Unity,Mr. McGoo's Sweetheart,2,HTML5,,,,Released,2D||Unity,https://beardordie.itch.io/mcgoo
,,292,Adventure,,,,Unity,Lover's Melody,4,HTML5,,,,Prototype,,https://43ther.itch.io/lovers-melody
,,1731,Simulation,,,,Unity,I Love Gachapon (WIP),1,Android||HTML5,Name your own price,,26 MB,In development,2D||gacha||gachapon||Pixel Art,https://goldfsh.itch.io/i-love-gachapon
,,391,Action,,,,Unity,BugKiller,4,HTML5,,,,Released,2D||Pixel Art||Top down shooter,https://raptor420.itch.io/bugkiller
,,205,Adventure||Puzzle,,,,,seeker of the true love,3,Windows,,,12 MB,Released,Isometric,https://newbee110.itch.io/seeker-of-the-true-love
,,1239,Action||Shooter,,,,,Pluto's Absolution,1,Windows||macOS,,,22 MB||21 MB,Released,2D||Top down shooter,https://ziqizhangtang.itch.io/plutos-absolution
,A few minutes,540,Simulation,Keyboard||Mouse,English,,Unity||Adobe Photoshop,Finder,1,HTML5,,,,Released,brackeys||finder||Funny||Game Jam||tinder||Unity,https://f4b1.itch.io/finder-f4b1
,A few seconds,177,Puzzle,Mouse,English,,Unity||Blender||FL Studio,Lovish Herd,3,Windows||HTML5,,,23 MB,Released,Minimalist||Physics,https://antaresctap.itch.io/lovish-herd
,A few seconds,620,Platformer,Keyboard,English,,Unity,Food Never Cheat,1,HTML5,,,,In development,2D||cold||fat||feminist||Funny||jumping||Mountains||obese||quick||valentines,https://sabiarts.itch.io/food-never-cheat
,,742,Action,,,,Unity,Pluto,1,HTML5,,,,Released,,https://popcorniosaurus.itch.io/pluto
,,193,Platformer,,,,,I love you anyway,3,Windows,,,26 MB,Released,infinite-runner,https://siriannelfo.itch.io/i-love-you-anyway
,,317,,,,,,Cooperate,7,Windows,,,16 MB,Released,2D||Game Jam||Horror||jumpscare||Top-Down||Top down shooter,https://whynotyt.itch.io/cooperate
,,785,Puzzle,,,,Unity,The Pied Fisherman of Hamelin,4,Windows||HTML5,Name your own price,,19 MB,Released,Pixel Art||Zombies,https://haaxor1689.itch.io/pied-fisherman
,,449,Action,,,,,SoulBug,1,Windows,"Name your own price,Name your own price",,183 MB,Released,2D||Construct 2||Mystery||Singleplayer||terror,https://haioner.itch.io/soulbug
,,411,,,,,,Jammy Jam,4,macOS,,,4 MB,Released,,https://enya-gamer.itch.io/jammy-jam
,,465,Fighting,,,,,The AntiVirus,1,,,,,Released,,https://lordcloud.itch.io/antivirus
,,324,,,,,Unity,Cure for Love,2,HTML5,,,,Released,,https://f0cu53d.itch.io/cure-for-love
,,1365,,,,,,Life as a programmer,1,,,,15 MB,In development,,https://henkehedstrom.itch.io/life-as-a-programmer
,,364,Platformer,,,,,Get the ball rolling,1,Windows,,,7 MB,Released,blackthornprodjam,https://liam-swarbrick.itch.io/up
,,213,Adventure,,,,,Security Steve's Exploration Adventure,0,,,,26 MB,Released,2D||Exploration||oldschool||Unity,https://buzzards-follow.itch.io/security-steves-exploration-adventure
,,651,Platformer,,,,,Deadline: The Jumper Game,1,Windows,,,15 MB,Released,2D||jumping,https://thepankey.itch.io/deadline-the-jumper-game
,,2973,Strategy,,,,Godot||Inkscape,Harvest&Thowback,4,Windows||Linux,"Name your own price,Name your own price",,14 MB||25 MB,Prototype,1GAM||anarchy||Cute||flat-shading||GitHub||Management||vector,https://pigdev.itch.io/harvestthowback
,,386,Shooter,,,,,Blank,1,Windows,,,10 MB,Prototype,2D||infinite-runner,https://im-grey.itch.io/btpgj
,,174,Platformer,,,,,Demons,0,Windows,,,18 MB,Released,2D||auxum||auxum-creations||boredom||demons||GameMaker||lack-of-ideas||lack-of-time,https://suxub.itch.io/demons
,A few seconds,592,Puzzle,Keyboard,,,Godot,Clockwork,2,Windows,"Name your own price,Name your own price",,45 MB,Released,Physics||Top Down Adventure,https://nnominatus.itch.io/clockwork
,,713,Action,,,,Godot,Transience,3,Windows||macOS||Linux||HTML5,,,38 MB||48 MB||39 MB,Prototype,github-game-off||Pixel Art,https://voithos.itch.io/transience
,,361,Shooter,,,,,GhostGame,1,,,,16 MB,Prototype,2D,https://euphoric-finding.itch.io/ghostgame
,,364,Platformer,,,,,Help The Developer,2,Windows,,,15 MB,Released,story,https://the-black-diamond.itch.io/help-the-developer
,,179,Strategy,,,,,Programmers' chess,4,,,,57 MB,Prototype,Chess||Local multiplayer||Multiplayer||Unity,https://aeryan.itch.io/programmers-chess
,,526,Strategy,,,,Unity,Knights of Homm,2,Windows||HTML5,Name your own price,,16 MB||13 MB,Prototype,,https://lcstark.itch.io/knights-of-homm
,,1227,Strategy,,,,,Salvador's New Job,1,Windows,,,15 MB,Released,2D||Economy||genres||million-dollars||salvador-dali||Short||Singleplayer||trends||Unity,https://perushark.itch.io/salvadors-new-job
,,82,,,,,Construct,Pinball,6,Android||HTML5,Name your own price,,2 MB,Prototype,2D||Physics||Retro,https://mg-games.itch.io/pinball
,,661,Role Playing,,,,,Evol,2,,,,,In development,Global Game Jam||Monsters||Pixel Art,https://rustymonky.itch.io/evol
Configurable controls,A few minutes,689,Adventure,Keyboard,English,,Unity||Blender,Restart Your Meal,5,Windows||Linux,,,22 MB||26 MB,Released,3D||Arcade||cartoon||Ghosts||GitHub||Short||Singleplayer||Third Person||Unity,https://trucverte.itch.io/restart-your-meal
,,710,Adventure,,,,Unity,Of Hope and Chakrams,1,HTML5,,,83 kB,Canceled,,https://akirassasin.itch.io/ggo17
,,819,Platformer,,,,Aseprite||Godot,EverGreen,2,Windows||macOS||HTML5,,,64 MB||16 MB,Released,16-bit||Female Protagonist||GitHub||godot||Queer,https://tadpolily.itch.io/evergreen
,,1763,,,,,Godot,Pack Snack,1,Windows||HTML5,,,5 MB,Prototype,Arcade||GitHub||Retro,https://therealwox.itch.io/packsnack
,,407,,,,,,EvilCupid,1,Windows,,,32 MB,Prototype,Funny||Point & Click,https://sygmei.itch.io/evilcupid
,,414,Platformer,,,,,PetroPeck,2,Windows,"Name your own price,Name your own price",,2 MB||1 MB,Prototype,,https://eendhoorn.itch.io/petropeck
,,117,Shooter,,,,,Procedural Invaders,1,HTML5,,,,Released,3D||Procedural Generation||Retro||Space||webgl,https://michalbe.itch.io/procedural-invaders
,A few minutes,3771,Action,,,,,Tundra,2,HTML5,,,23 MB||1 MB,In development,,https://jnmaloney.itch.io/tundra
,,541,Action||Platformer,,,,,Prehistorik Punk,4,Windows||Linux,"Name your own price,Name your own price",,23 MB||29 MB,Prototype,2D||Game Jam||githubgameoff||indie||prehistoric||Steampunk,https://sangress.itch.io/prihistorik-punk
,,829,Action||Fighting,,,,,Arena,3,Windows,,,37 MB,Released,2D||Beat 'em up||brawler,https://kitevictory.itch.io/arena
,,2695,Puzzle,,,,,Good Neighbour,1,Windows||macOS||Linux,,,17 MB||26 MB||13 MB,Prototype,,https://milmoe.itch.io/good-neighbour
,,2076,Platformer,,,,,Recess,2,Windows||macOS||Linux,,,35 MB||31 MB||37 MB,Released,github-game-off||Multiplayer||playground||Sandbox,https://antishow.itch.io/recess
,,123,Simulation,,,,Unity,Radical Delivery,1,HTML5,,,,Released,GBJam,https://inkwalker.itch.io/radical-delivery
,A few minutes,2682,Adventure,Mouse||Touchscreen,English,,,Purrturbation,2,HTML5,,,,In development,2D||cats||GitHub||Hand-drawn||Time Travel||Touch-Friendly,https://paulgoetze.itch.io/purrturbation
,A few seconds,548,,Keyboard,,,GameMaker: Studio,BOMBICLES,1,Windows||HTML5,Name your own price,,2 MB,Released,Game Boy||GameMaker||GBJam||Lo-fi,https://abcric.itch.io/bombicles
,,267,Action,,,,Phaser,Gedsted Arena,2,HTML5,,,,Released,Action RPG||Boss battle||gameoff2017||GitHub,https://megafatsquirrel.itch.io/gedsted-arena
,,1136,Platformer,,,,GameMaker: Studio,Royal Squared,5,Windows,,,9 MB,Released,Action-Adventure||Fast-Paced||GameMaker||GBJam||Music||Retro,https://octopus58.itch.io/royal-squared
,,525,Sports,,,,,Ultimate Snowboard,3,Windows,"Name your own price,Name your own price",,3 MB,Released,8-Bit||Difficult||Game Boy||GBJam||Score Attack||snow,https://grazhero.itch.io/ultimate-snowboard
,A few minutes,147,Shooter,Keyboard,English,,Construct,Roll,1,HTML5,,,,In development,Game Boy||GBJam,https://smailin.itch.io/roll
,A few minutes,1664,Puzzle,Keyboard||Xbox controller,,,,Block Bridge Hero,7,Windows,"Name your own price,Name your own price",,3 MB,Released,Arcade||block-bridge-hero||block-path||Game Boy||GBJam||happy-honu||Tetris,https://happy-honu-games.itch.io/block-bridge-hero
,,471,Shooter||Sports,,,,Construct,Ratio,5,Windows||macOS||Linux||HTML5,,,151 MB,Released,Casual||Funny||GBJam||Local multiplayer,https://aenopix.itch.io/ratio
,,328,Platformer,,,,,Mithril Miner,3,Windows,,,2 MB,Prototype,GBJam||Puzzle-Platformer,https://twingemgames.itch.io/mithril-miner
,,340,Action,,,,,Wulfo,1,Windows,,,9 MB,Released,Game Boy||GBJam||wolf,https://star-dragon.itch.io/wulfo
One button,A few minutes,283,Platformer,Mouse||Touchscreen,English,,GameMaker: Studio,Mine Rusher,3,HTML5,,,,Released,Game Boy||Touch-Friendly,https://indieslight.itch.io/mine-rusher
,A few minutes,782,Shooter,Keyboard,English,,GameMaker: Studio,Ghost Hunter,4,Windows,,,6 MB||6 MB,Released,Endless||GameMaker||GBJam||Ghosts||Pixel Art||Singleplayer,https://paranoidspectre.itch.io/ghost-hunter
,,217,Shooter,,,,GameMaker: Studio,Sector GB5,4,Windows,,,2 MB,Released,Game Boy||GameMaker||GBJam,https://kieron-overton.itch.io/gb5
,A few minutes,297,Platformer,Keyboard||Xbox controller,English,,,Gravity Frames,3,Windows||macOS||Linux,,,46 MB||50 MB||41 MB||47 MB,Released,GBJam||Singleplayer,https://thesparrowhunt.itch.io/gravity-frames
,,1560,Action||Platformer,,,,,Super Princess' 2092 EXODUS,5,,,,128 kB,Released,8-Bit||Arcade||boy||game||Game Boy,https://sergeeo.itch.io/super-princess-2092-exodus
,,1048,Shooter,,,,,"まほう忍者きみこちゃん / Magical Ninja Kimiko (GBJam 5 Submission, Incomplete)",6,Windows||macOS||Linux,,,9 MB,In development,8-Bit||Cute||Female Protagonist||Game Boy||Magic||Ninja||Shoot 'Em Up,https://goldenbeard.itch.io/-magical-ninja-kimiko
,,326,Platformer,,,,,Salary Man,1,Windows,,,3 MB,Released,,https://ming-tea.itch.io/salary-man
,,1211,Strategy,,,,,ParaHacker,3,HTML5,,,,In development,2-player||8-Bit||Commodore 64||lowrezjam2016,https://saltire.itch.io/parahacker
