jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall||Fun||Creativity||Polish||Theme,2017-02-15 00:00:00,GDL - Love is in the Air Jam,49,50.0,7,2017-02-07 00:00:00,https://www.itch.io/jam/gdl---love-is-in-the-air-jam
Overall||Grapics||Sounds||Gameplay||Unique?,2017-03-09 23:00:00,Everything allowed Jam,49,13.0,23,2017-02-23 23:00:00,https://www.itch.io/jam/everything-allowed-jam
Overall||Overall||Gameplay||Story and story telling technique||Music and audio effect||Graphics and visual effect||Innovation and technology application,2019-03-15 07:59:59,The 1st GameShell Game Jam (2019Q1),49,28.0,11,2018-12-31 16:00:00,https://www.itch.io/jam/gameshell
"Overall Gameplay and Fun||Visuals (Textures, Visual Effects, Environment)||How well the theme was implemented||Controls||User Experience / Optimization||Music / Sound Effects||Single/Team (for compensation reasons)",2018-09-30 17:00:00,Cult of Jabril(s) Game Jam,49,276.0,18,2018-09-28 17:00:00,https://www.itch.io/jam/cult-of-jabrils
"Overall||How much of a Museum is it, really?||is it cool?||is it evocative?||is it super creative?",2018-05-01 05:00:00,The Pippin Barr Game Idea Jam #2: The Museums Jam,49,46.0,9,2018-04-01 11:00:00,https://www.itch.io/jam/the-museum-jam
Overall||Melody||Harmony||Motifs||Rhythm and Pacing||Mixing and Mastering,2016-08-03 03:59:59,Composer Jam,50,78.0,15,2016-07-29 04:00:00,https://www.itch.io/jam/composer-jam
Overall||Avis Général||Respect du thème,2017-06-17 21:59:00,Gamecodeur Gamejam #7,50,198.0,26,2017-05-11 17:00:00,https://www.itch.io/jam/gamecodeur-7
Most punk game.||Fan favourite.,2018-10-16 14:12:18,Hardcore Punk Jam,50,31.0,7,2018-10-16 14:12:00,https://www.itch.io/jam/hardcore-punk-jam
Overall||Graphics/Visuals||Theme||Game Innovation||Fun||Audio,2018-05-28 15:15:00,Unity vs Unreal vs Godot: The Threeway Battle (Season 2),50,35.0,7,2018-05-18 15:15:00,https://www.itch.io/jam/unity-vs-unreal-vs-godot-the-threeway-battle-season-2
Overall||Theme||Gameplay||Graphics||Audio,2018-08-02 20:00:00,MonoGame Jam - Footstep,50,66.0,7,2018-07-26 07:00:00,https://www.itch.io/jam/mgjam
Overall,2014-06-07 06:59:59,Fuck This Jam,50,0.0,46,2014-05-30 21:00:00,https://www.itch.io/jam/fuck-this-jam
Overall||Use of Theme||Feel||Aesthetics||Innovation,2019-02-04 18:00:00,Surprise Pizza Jam (Pizza Prize!),51,104.0,17,2019-01-28 18:00:00,https://www.itch.io/jam/suprise-pizza-jam-pizza-prize
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-05-20 21:59:59,48 Secret Jam - May - 2018,51,87.0,11,2018-05-18 21:59:59,https://www.itch.io/jam/48-secret-jam-may-2018
Usefulness||Graphics||Sound Design||Bug-free||Originality,2019-05-27 16:00:00,Game Jam Survival Kit,51,0.0,5,2019-05-17 16:00:00,https://www.itch.io/jam/game-jam-survival-kit
Theme||Innovative||Fun||Aesthetics||Music & Sound,2018-06-08 04:00:00,De Space Jam! - *Prizes*,51,41.0,10,2018-05-25 16:00:00,https://www.itch.io/jam/de-space-jam
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-06-24 21:59:59,48 Secret Jam - June - 2018,51,80.0,13,2018-06-22 21:59:59,https://www.itch.io/jam/48-secret-jam-june-2018
Overall||fun||art||technical||audio,2016-09-24 21:00:00,SparksJam,52,91.0,13,2016-09-24 08:00:00,https://www.itch.io/jam/sparksjam-1
Overall,2017-03-23 06:59:00,Virtual Reality Global Archiact Jam,52,0.0,13,2017-02-17 08:00:00,https://www.itch.io/jam/global-archiact-jam
Overall,2019-06-24 05:29:59,GameJam Brasil  #1,52,0.0,11,2019-06-16 20:00:00,https://www.itch.io/jam/gamejam-brasil-semanal-1
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2017-11-30 16:59:59,Weekly Game Jam - Week 20,53,56.0,10,2017-11-24 16:59:59,https://www.itch.io/jam/weekly-game-jam-20
Overall,2017-10-19 23:00:00,No Excuses Game Jam,53,0.0,2,2017-10-01 23:00:00,https://www.itch.io/jam/noexcusesgamejam
Overall||Gameplay||Visuals||Audio||Innovation||Overall,2018-06-12 01:00:00,Geta Game Jam #3: Ten Seconds,53,72.0,13,2018-06-09 01:00:00,https://www.itch.io/jam/geta-game-jam-3
Overall,2018-03-19 21:00:00,The 1 Class Jam,53,0.0,15,2018-03-16 11:00:00,https://www.itch.io/jam/the-1-class-jam
Overall||Graphics||Audio||Fun||Technical||Theme||Fear Factor,2018-10-22 14:00:00,CFN Halloween Jam 2,53,0.0,10,2018-10-12 14:00:00,https://www.itch.io/jam/cfn-halloween-jam-2
Overall||Fun||Creativity||Polish||Theme,2019-04-08 00:00:00,GDL - April Jam,54,83.0,10,2019-04-05 00:00:00,https://www.itch.io/jam/gdl-april-jam
Overall||Fun||Creativity||Polish||Theme,2017-12-11 00:00:00,GDL - Fishy Jam,54,120.0,14,2017-12-08 00:00:00,https://www.itch.io/jam/gdl-fishing-jam
Overall,2018-03-31 00:00:00,January SPACE Horror Jam,55,0.0,4,2018-01-01 00:00:00,https://www.itch.io/jam/january-horror-jam
Lewdness||Is this game entertaining?,2019-07-31 04:00:00,Lewd Jam 4,55,1.0,4,2019-04-30 04:00:00,https://www.itch.io/jam/lewd-jam-iv
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-01-21 22:59:59,48 Secret Jam - January 2018,55,123.0,8,2018-01-19 23:00:00,https://www.itch.io/jam/48-secret-january-2018
Overall||Originality||Fun Factor||Theme Relevance,2018-07-15 23:59:59,GameDevNetwork: Honeydew Jam || THEME: Where is Everybody?,55,36.0,8,2018-07-05 23:00:00,https://www.itch.io/jam/gamedevnetwork-honeydew-jam
Overall||Graphics/Visuals||Game Innovation||Theme||Fun||Audio,2018-04-29 15:15:00,Unity vs Unreal vs Godot: The Threeway Battle (Season 1),56,27.0,6,2018-04-19 15:15:00,https://www.itch.io/jam/unity-vs-unreal-vs-godot-the-threeway-battle
Game of the Fortnight||Best Implementation||Most Innovative||Best Visuals||Novel Use of Audio,2018-10-24 11:00:00,"Tech Demo 3: Ready, Fight, Finish Him!",56,354.0,20,2018-10-09 23:00:00,https://www.itch.io/jam/tech-demo-3
Enjoyment||Creativity||Rule Compliance,2017-10-28 11:00:00,A 'Tru 2D' Game Jam,56,64.0,25,2017-10-14 11:00:00,https://www.itch.io/jam/a-tru-2d-game-jam
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-11-15 17:00:00,Weekly Game Jam - Week 70,56,48.0,14,2018-11-09 17:00:00,https://www.itch.io/jam/weekly-game-jam-70
Overall||1 Color per object type||Theme||Arts||Gameplay||Mood||Audio,2018-09-23 16:30:00,Different Colors Game Jam,57,86.0,13,2018-09-21 16:00:00,https://www.itch.io/jam/different-colors-game-jam
Overall||Fun||Creativity||Polish||Theme,2018-05-14 00:00:00,GDL - May Jam,57,305.0,20,2018-05-11 00:00:00,https://www.itch.io/jam/gdl-may-jam
Overall,2017-08-13 22:00:00,NES Jam,57,0.0,16,2017-08-06 22:00:00,https://www.itch.io/jam/nes-jam
Overall||How is the gameplay?||How is the story and the writing style?||How is the artwork?,2019-08-15 09:00:00,Otome Games Jam (2019),57,25.0,6,2019-06-15 08:00:00,https://www.itch.io/jam/otome-games-jam-2019
Game of Jam||Most Festive||Grandma's Favorite Game||Game most likely to give someone a drinking problem,2019-01-01 05:00:00,[Festive Spirits] Awful Holiday Jam (2018),57,200.0,15,2018-12-25 05:00:00,https://www.itch.io/jam/awful-holiday-2018
Overall||Graphics||Sound/Music||Controls||Gameplay||Theme||Originality/Ingenuity||Quality/Polishness||Overall,2017-12-10 05:00:00,Wide-Dot Pixel Game Jam 2017,57,10.0,3,2017-11-25 05:00:00,https://www.itch.io/jam/wide-dot-pixel-game-jam-2017
Overall||Gameplay||Art||Theme||Music & Sound Effects||Feel,2019-04-03 04:30:00,NightJam #1,58,0.0,5,2019-04-01 04:30:00,https://www.itch.io/jam/nightjam
Overall,2019-09-02 13:30:00,Game D3V JAM V,58,0.0,10,2019-08-25 03:00:00,https://www.itch.io/jam/game-d3v-jamv
Overall||Respect du thème||Note générale,2017-08-20 22:00:00,Gamecodeur Gamejam #8,58,285.0,23,2017-07-08 22:00:00,https://www.itch.io/jam/gamecodeur-gamejam-8
Deliciousness||Respect of the theme||Gameplay||Game Design||Music||Sound Effects||Graphics,2018-06-04 03:59:59,mini jam 3rd edition,58,120.0,14,2018-06-01 15:00:00,https://www.itch.io/jam/mini-jam3rdedition
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-05-20 02:00:00,Confession Jam 2,58,41.0,5,2019-05-06 02:00:00,https://www.itch.io/jam/confession-jam-2
Overall||Queerness||Feels||Giggles||Inappropriate? Unplayable?,2016-10-17 07:00:00,One Day Jam,58,54.0,16,2016-10-15 23:00:00,https://www.itch.io/jam/one-day-jam
Overall||Best game||Most innovative idea||Best use of theme,2017-05-30 06:59:59,DiveJam,58,78.0,12,2017-05-26 07:00:00,https://www.itch.io/jam/divejam
Overall||Gameplay||Visuals||Music/Sound Design||Use of theme,2018-01-07 23:00:00,Touhou Fan Game Jam,58,302.0,16,2018-01-04 23:00:00,https://www.itch.io/jam/touhou-jam
Overall,2018-03-11 08:00:00,ghost jam,58,0.0,9,2018-03-09 08:00:00,https://www.itch.io/jam/ghost-jam
FUN||THEME||FUNCTIONALITY||VISUALS||AUDIO||CREATIVITY,2019-03-26 03:59:59,Bullet Hell Game Jam #1,58,82.0,17,2019-03-15 04:00:00,https://www.itch.io/jam/bullethellgamejam1
Overall||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-09-24 04:00:00,Mini Jam 11 -Harvest-,59,136.0,15,2018-09-21 04:00:00,https://www.itch.io/jam/mini-jam-11-
Note Générale||Respect du thème,2018-07-08 22:00:00,Gamecodeur Game Jam #16,59,276.0,32,2018-06-20 03:58:15,https://www.itch.io/jam/gamecodeur-gamejam-16
Overall||Gameplay||Visuals||Audio||Innovation||Overall,2018-01-16 01:00:00,Geta Game Jam #1: Chaos and Order,59,86.0,9,2018-01-13 01:00:00,https://www.itch.io/jam/geta-game-jam-01
Overall||Fun||Creativity||Polish||Theme,2017-01-30 00:00:00,GDL - Jamming January Jam,60,181.0,14,2017-01-27 00:00:00,https://www.itch.io/jam/gdl-Jamming-January-Jam
Overall||Graphics||Sound||Innovation||Fun,2019-06-30 22:00:00,Quad Jam Summer 2019,60,40.0,15,2019-06-28 22:00:00,https://www.itch.io/jam/quad-jam-summer
​League of Your Own : Game of Jam||You've Got Hanks: For most Tom Hanks||Punchline : For most humorous / weird game||Turner & Hootch : For best looking game||Mamma Mia! : For most polished entry||Catch Me If You Can : For the most fun game||Extremely Loud & Incredibly Close : For best audio||He Knows You're Alone : For best game by a solo participant,2019-04-01 05:00:00,TOM HANKS JAM,60,128.0,16,2019-03-15 05:00:00,https://www.itch.io/jam/hanks-jam
Overall||Gameplay||Art||Sounds||Story,2019-02-25 05:00:00,Mini Jam 22: Anime,60,113.0,11,2019-02-22 05:00:00,https://www.itch.io/jam/mini-jam-22-anime
Overall||Fun||Creativity||Polish||Theme,2017-05-01 00:00:00,GDL - Metal Monstrosity Jam,60,141.0,15,2017-04-28 00:00:00,https://www.itch.io/jam/gdl---metal-monstrosity-jam
Overall||Story Telling||Sound and Music||Gameplay||Look and Design||Emotional Rollercoaster,2018-04-11 12:00:00,Mood Change: A Game of Emotion,60,167.0,13,2018-04-03 12:00:00,https://www.itch.io/jam/devsquadjam5
Globalement||Gameplay||Visuels||Musique et effets sonores||Respect du thème,2019-03-03 13:15:00,"Orbital Game Jam, Round 2",60,116.0,14,2019-03-02 13:00:00,https://www.itch.io/jam/orbital-game-jam-2
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-04-22 21:59:59,48 Secret Jam - April - 2018,60,36.0,9,2018-04-20 21:59:59,https://www.itch.io/jam/48-secret-jam-april-2018
Overall||Graphics||Sound||Gameplay||Overall Bad||Overall Good||Modifier,2019-09-08 22:59:59,'So bad it's good' Jam 2019,60,63.0,15,2019-08-30 23:00:00,https://www.itch.io/jam/sbigjam2019
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات||Overall - التقييم عام,2015-08-02 22:30:00,Game Zanga 5,60,657.0,58,2015-07-30 21:00:00,https://www.itch.io/jam/game-zanga-5
Gameplay||Audio||Graphics||Theme||Controls,2018-02-12 05:00:00,Highsight Game Jam #1 (Atari Remakes!),61,192.0,24,2018-02-02 23:00:00,https://www.itch.io/jam/highsight-1
Overall||Fun||Creativity||Polish||Theme,2017-08-10 00:00:00,GDL Anniversary Jam,61,111.0,11,2017-08-04 00:00:00,https://www.itch.io/jam/gdl-anniversary-jam
Game of The Week||Best Visuals||Best Implementation||Most Innovative||Novel Use of Audio,2018-10-10 11:00:00,Tech Demo 2: Attack of the Platformer,62,672.0,30,2018-10-07 23:00:00,https://www.itch.io/jam/tech-demo-2
Overall||Note générale||Respect du thème,2018-09-29 23:00:00,Gamecodeur Game Jam #17,62,306.0,28,2018-09-14 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-17
Overall||Gameplay Quality||Gameplay Innovation||Player Experience||Production Cost||Series Compatibility,2018-08-31 22:59:59,Inside the Box Tabletop Jam,62,0.0,24,2018-04-20 11:00:00,https://www.itch.io/jam/inside-the-box-tabletop-jam
Overall||Concept - How well does it match the theme?||Playability - Is it fun and challenging enough to play?||Visual Impression - Does the art style suit the game and looks good?||Replayability - Is it compelling and does it have a high replay value?||Creativity - How creative and unique is the game?,2018-03-24 01:00:00,Sykoo's Community Game Jam 2,62,170.0,17,2018-03-16 19:00:00,https://www.itch.io/jam/sykoos-jam
Overall||Theme||Gameplay||Creativity||Story||Codebase,2018-05-16 05:00:00,Enter the (Multi-User) Dungeon,62,69.0,10,2018-04-15 06:00:00,https://www.itch.io/jam/enterthemud
Note générale||Respect du thème,2017-10-29 23:00:00,Gamecodeur Gamejam #10,62,588.0,43,2017-10-14 22:00:00,https://www.itch.io/jam/gamecodeur-gamejam-10
Overall||Graphics||Audio||Fun||Innovation||Technical||Theme,2019-01-07 18:00:00,Shape Jam,62,0.0,16,2019-01-04 18:00:00,https://www.itch.io/jam/shape-jam
Overall||Concept||Execution||Polish||Relevance,2019-09-28 23:00:00,Basic Block Jam,62,89.0,14,2019-09-26 23:00:00,https://www.itch.io/jam/single-block-jam
Note Générale||Respect du thème,2018-05-28 22:00:00,Gamecodeur Game Jam #15,63,394.0,28,2018-05-07 17:00:00,https://www.itch.io/jam/gamecodeur-gamejam-15
Overall||Controller||Game||Controller-game interaction||Originality||Overall,2016-09-26 21:59:59,Alt Ctrl Game Jam 2016,63,166.0,23,2016-09-15 22:00:01,https://www.itch.io/jam/altctrl2016
Overall,2017-04-27 21:00:00,Construct 3 Public Beta Jam,64,0.0,2,2017-03-27 21:00:00,https://www.itch.io/jam/c3jam
Overall||Graphics||Sound||Fun||Use of source material||Use of the bonus theme,2016-05-22 14:00:00,The Public Domain Jam 3,64,74.0,13,2016-05-12 14:00:00,https://www.itch.io/jam/the-public-domain-jam-3
Overall||Story||Gameplay||Morality||Art||Sound||Uniqueness,2016-07-03 15:30:00,Fairytale,64,20.0,7,2016-05-31 15:00:00,https://www.itch.io/jam/fairytale
Overall||What would you rate this submission?||How minimalistic was it?,2017-07-10 04:59:59,Minimalistic Jam,64,209.0,24,2017-07-03 13:30:00,https://www.itch.io/jam/minimalistic-jam
Overall||Theme Relevance||Game Design||Aesthetics||Audio||Fun||Overall,2018-04-16 22:00:00,CFNGamejam#3,64,102.0,13,2018-04-05 22:00:00,https://www.itch.io/jam/cfngamejam3
Overall,2019-02-23 17:00:00,TK Game Jam 2019,65,0.0,52,2019-02-22 20:00:00,https://www.itch.io/jam/tk-game-jam-2019
Overall||Creativity||Visuals||Sounds||Fun,2017-02-11 05:00:00,VR-Jam 2017,65,15.0,6,2017-02-04 05:00:00,https://www.itch.io/jam/vr-jam
Overall||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-09-10 03:59:59,Mini Jam 10 -Micro-,65,127.0,23,2018-09-07 04:00:00,https://www.itch.io/jam/mini-jam-10-micro-
How fun?||Most Innovative?||Use of Theme/s?,2019-07-15 02:00:00,DiveJam 2,65,106.0,15,2019-07-11 14:00:00,https://www.itch.io/jam/divejam2
Overall||How interesting was the random component of the game?||How well was the randomized theme used?||How is the gameplay?||How are the visuals?||How is the audio?,2019-05-04 03:59:59,Roll-the-Dice Game Jam,65,80.0,15,2019-04-20 14:00:00,https://www.itch.io/jam/roll-the-dice-game-jam
Overall||Gameplay||Concept||Presentation||Challenge (Tough but Fair)||Story/Writing||Use of Theme,2019-01-13 20:00:00,Touhou Fan Game Jam 3,65,1251.0,32,2019-01-10 20:00:00,https://www.itch.io/jam/touhou-jam-3
Overall,2019-02-14 18:00:00,Emotional Game Jam 2019,66,0.0,20,2019-02-12 17:00:00,https://www.itch.io/jam/emotionalgamejam
Slime-yness||Heckarad||Originality||Gameplay||Theming||Aesthetics,2017-08-22 16:33:33,Slime Jam 2000,66,79.0,12,2017-08-18 16:29:29,https://www.itch.io/jam/slimejam2000
Overall||Gameplay||Theme||Graphics||Audio,2017-02-19 23:00:00,Unijam - Theme mixup!,66,80.0,9,2017-02-12 23:00:00,https://www.itch.io/jam/unijam
Overall||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-08 03:59:59,Mini Jam 12 -Heroes-,66,136.0,18,2018-10-05 03:59:59,https://www.itch.io/jam/mini-jam-12-heroes-
Deliciousness||Respect of the Theme||Game Design||Game Play||Sound Effects||Music||Graphics,2018-05-08 06:59:59,mini jam,66,249.0,19,2018-05-04 20:00:00,https://www.itch.io/jam/mini-jam
BEST GAME (General)||BEST GAME (Host's Choice)||SCARIEST GAME||BEST THEME (Best Use of Theme),2018-12-16 23:00:00,SCREAM SEASON,67,175.0,18,2018-12-06 23:00:00,https://www.itch.io/jam/scream-season
Overall||Gameplay||Graphismes||Sons||UI/UX||Impression générale,2017-10-22 21:59:59,CUJV GameJam #01,67,246.0,20,2017-10-20 18:00:00,https://www.itch.io/jam/cujv-gamejam-01
Overall||Best Use of Theme||Best Writing||Best Use of Multimedia,2018-02-16 04:59:59,Twine Games Jam,67,59.0,15,2018-01-15 05:00:00,https://www.itch.io/jam/twine-games-jam
Overall||Fun||Usability,2017-12-02 06:00:00,FC dev jam,67,19.0,9,2017-11-05 05:00:00,https://www.itch.io/jam/fc-dev-jam
Overall||Theme||Graphics||Controls||Creativity||Audio,2019-03-17 04:00:00,Steamy GameJam,67,0.0,12,2019-03-16 15:00:00,https://www.itch.io/jam/steampunkprogrammer-jam
Overall||Gameplay||Looking||Story,2019-08-31 09:00:00,DungeonJAM 2019,68,1.0,10,2019-07-31 19:11:00,https://www.itch.io/jam/dungeonjam
Overall||Fun||Creativity||Polish||Theme,2019-01-21 00:00:00,GDL - January Jam,68,229.0,20,2019-01-18 00:00:00,https://www.itch.io/jam/gdl-january-jam-2
Overall||Most fun game||Innovation||Eye Candy||Sound and Music||Immersive||Art,2017-05-02 05:00:00,960*144,68,40.0,12,2017-02-02 06:00:00,https://www.itch.io/jam/960144
Note générale||Respect du thème,2017-12-03 23:00:00,Gamecodeur Game Jam #11,68,395.0,46,2017-11-15 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-11
Overall||Theme||Graphics||Fun||Innovation||Audio||Mood,2016-07-23 04:00:00,X-Jam 2016,69,130.0,10,2016-07-09 04:00:00,https://www.itch.io/jam/XJam2016
Overall||Playability||Music||Sound||Story/Narrative||Artwork||Overall||Theme||Art Challenge||OGA Favourite,2018-07-30 23:00:00,OpenGameArt Game Jam #2,69,191.0,20,2018-06-30 23:00:00,https://www.itch.io/jam/opengameart-game-jam-2
Note générale||Respect du thème,2018-01-28 23:00:00,Gamecodeur Game Jam #12,69,376.0,50,2018-01-09 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-12
Note générale||Respect du thème,2018-03-06 22:59:00,Gamecodeur Game Jam #13,69,659.0,46,2018-02-14 23:00:00,https://www.itch.io/jam/gamecodeur-gamejam-13
Overall,2018-03-01 18:30:00,Emotional Game Jam 2018,70,0.0,25,2018-02-27 17:00:00,https://www.itch.io/jam/emotionalgamejam2018
Overall||Fun||Creativity||Polish||Theme,2018-01-22 00:00:00,GDL January Jam,70,353.0,19,2018-01-19 00:00:00,https://www.itch.io/jam/gdl-january-jam
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-04-19 17:00:00,Weekly Game Jam - Week 40,70,122.0,19,2018-04-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-40
Overall||Theme Relevance||Game Design||Aesthetics||Audio||Fun||Overall,2018-01-14 23:00:00,CFNGamejam#2,71,87.0,11,2018-01-03 23:00:00,https://www.itch.io/jam/cfngamejam2
Overall||Gameplay & Design||Visuals||Technical Achievement||Browser Compatibility||Theme usage,2015-10-11 16:00:00,JS 48 - Episode 1,71,232.0,16,2015-10-09 16:00:00,https://www.itch.io/jam/js48-1
Overall||Merit||Gameplay||Art||Music/Sounds||Innovation,2019-04-01 03:00:00,Super Mega Jam (Free Theme),71,20.0,16,2019-02-01 03:00:00,https://www.itch.io/jam/super-mega-jam-free-theme
"Overall||Main theme (""Procedural"")||Graphics and sound (add a bonus if ""Only two colors"")||Gameplay",2016-06-27 23:59:00,Godot Community Game Jam - June 2016,71,239.0,17,2016-06-04 00:00:00,https://www.itch.io/jam/godotjam062016
Overall||Matches Themes||Enjoyment||Game Mechanics||Art||Music||Creativity,2019-07-21 22:02:00,48 Secret Jam - July 2019,71,364.0,21,2019-07-19 21:59:59,https://www.itch.io/jam/48-secret-jam-june2019
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-09-06 17:00:00,Weekly Game Jam - Week 60,71,44.0,10,2018-08-31 17:00:00,https://www.itch.io/jam/weekly-game-jam-60
Overall / Note globale||Gameplay / Systèmes de jeu||Storytelling & Writing / Écriture et narration||Originality / Originalité||Aesthetics & Mood / Esthétique et ambiance,2018-02-25 22:30:00,RPG Maker Jam #2,72,460.0,32,2018-02-23 18:00:00,https://www.itch.io/jam/rpgmakerjam2
Overall||Art||Sounds||Design||Respect of the theme,2018-11-19 05:00:00,Mini Jam 15 Technology,72,265.0,23,2018-11-16 05:00:00,https://www.itch.io/jam/mini-jam-15-technology
Overall||Creativity||Storytelling||Game design||Polish||Overall impression,2017-08-20 12:00:00,Post-Apocalyptic Jam 2017,72,88.0,9,2017-07-23 12:00:00,https://www.itch.io/jam/post-apocalyptic-jam-2017
Overall||Does the game have platformer aspects?||Does the game have 2D aspects (Not including UI)?||Was the game fun?||Does the game have a unique feature(s)?,2018-09-07 23:00:00,2D Platformer Jam,73,401.0,19,2018-08-31 23:00:00,https://www.itch.io/jam/2d-platformer-jam
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-06-15 04:00:00,Metroidvania Month 4,73,0.0,5,2019-05-15 04:00:00,https://www.itch.io/jam/metroidvania-month-4
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2018-02-08 17:00:00,Weekly Game Jam - Week 30,74,178.0,23,2018-02-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-30
Overall,2018-07-10 02:00:00,Jamingtons 6.0,74,0.0,11,2018-07-07 02:00:00,https://www.itch.io/jam/jamingtons6
Overall||Requirement||Fun||Innovation||Technical||Audio||Graphics,2019-05-09 16:00:00,8 Bits to Infinity ~ Mashup Jam,74,0.0,20,2019-05-02 16:00:00,https://www.itch.io/jam/mashupjam
Overall||Gameplay||Theme||Aesthetics||Sound,2019-06-25 04:00:00,ScoreSpace Jam #5 [Presented by Shacknews],74,164.0,20,2019-06-22 04:00:00,https://www.itch.io/jam/scorejam5
Overall||Gameplay||Visuals||Music/Sound Design||Story/Writing||Use of Theme,2018-07-15 19:00:00,Touhou Fan Game Jam 2,74,571.0,25,2018-07-12 19:00:00,https://www.itch.io/jam/touhou-jam-2
Overall||Overall Gameplay||Visual Style||Sound and Music||Embracing The Theme||X-Factor,2019-03-02 06:59:59,Cosmo D's Game Jam 1 - The City,74,116.0,11,2019-02-01 05:00:00,https://www.itch.io/jam/cosmo-ds-game-jam-february-2019
Overall,2018-08-06 04:59:59,Food Jam!!,74,0.0,12,2018-08-03 05:00:00,https://www.itch.io/jam/good-eats
Overall||Fun||Creativity||Polish||Theme,2018-10-01 00:00:00,GDL - September Jam,74,107.0,13,2018-09-28 00:00:00,https://www.itch.io/jam/gdl-september-jam
Overall||Paint vibe||Fun||Gameplay,2017-08-31 21:00:00,MS Paint Game Jam,75,173.0,24,2017-08-24 19:00:00,https://www.itch.io/jam/ms-paint-game-jam
Overall||Art||Gameplay||Sounds||Originality||Stability,2019-07-06 06:00:00,8x8 Game Jam,75,57.0,24,2019-06-29 05:00:00,https://www.itch.io/jam/8x8-game-jam
Overall||Enbiness/Queerness||Gameplay||Aesthetics||Would you recommend this game?,2019-04-25 03:59:59,Nonbinary Game Jam,75,138.0,15,2019-04-10 04:00:00,https://www.itch.io/jam/nonbinary-game-jam
Overall||Gameplay||Art||Sounds,2019-01-28 05:00:00,Mini Jam 20: Music,75,204.0,26,2019-01-25 05:00:00,https://www.itch.io/jam/mini-jam-20-music
Overall||How is the gameplay?||How is the artwork?||How is the story and the  writing style?,2018-11-01 21:00:00,Otome games jam,76,42.0,7,2018-08-14 21:00:00,https://www.itch.io/jam/otome-games-jam
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-07-23 06:00:00,Bored Pixels Jam,76,207.0,21,2018-07-16 06:00:00,https://www.itch.io/jam/bored-pixels-jam
Geral||Tema||Jogabilidade||Visual||Áudio,2019-07-29 09:00:00,HLG Jam,76,393.0,19,2019-07-19 21:00:00,https://www.itch.io/jam/high-level-jam2
"Overall||Creativity||Programming||Controls||Aesthetics (Graphics, Sound, Environment)",2019-05-15 07:00:00,The Godot 2MB Challenge,76,62.0,12,2019-04-15 07:00:00,https://www.itch.io/jam/godot2mb
Overall||Fun||Creativity||Polish||Theme,2017-03-27 00:00:00,GDL  March Madness Jam,77,138.0,16,2017-03-24 00:00:00,https://www.itch.io/jam/gdl-march-madness-jam
Creativity||Playability||Enjoyabiity,2019-03-16 02:00:00,Polyrealm Game Jam,78,59.0,8,2019-03-02 00:00:00,https://www.itch.io/jam/polyrealm-game-jam
Overall||Fun||Creativity||Polish||Theme,2019-07-29 00:00:00,GDL - July Jam,78,272.0,18,2019-07-26 00:00:00,https://www.itch.io/jam/gdl-july-jam-2
Overall||Most Creative||Original||Sticks Most To Theme||Completely Doesn't follow rules what-so-ever!,2018-09-01 04:59:59,Anything Goes Jam,78,10.0,42,2018-06-01 05:00:00,https://www.itch.io/jam/anything-goes-jam
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-07-22 02:00:00,Bored Pixels Jam 5,79,165.0,16,2019-07-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-5
Overall||Relevance To Theme||Creativity||OLC Judges Award,2018-11-23 20:00:00,OLC CODEJAM 2018,79,118.0,18,2018-11-16 20:00:00,https://www.itch.io/jam/olc-codejam-2018
Overall||Was there a corgi?||Did you have fun?,2016-12-19 04:59:59,Merry #Corgsmas Corgi Game Jam,80,59.0,9,2016-12-16 04:59:59,https://www.itch.io/jam/corgsmas
